Title,Director,Cast,Genre,Music,year,language,industry
Balika Badhu a.k.a. Baby Bride,P. T. Shaida (Tulsidutt Shaida),"Miss Ali, Tarak Bagcha, Pandit Tulsidutt Shaida",Social,,1920,Hindi,Bollywood
Daksha Yagna a.k.a. Sati Parvati,Vishnupant Divekar,"Khalil, Prabha, Vaidya",Mythology,,1920,Hindi,Bollywood
Jalandhar Vrinda a.k.a. Sati Tulsi Vrinda,G. V. Sane,,Mythology,,1920,Hindi,Bollywood
Kansa Vadha a.k.a. End Of The Tyrant King,G. V. Sane,,Mythology,,1920,Hindi,Bollywood
Katorabhar Khoon a.k.a.The Stinger Stung a.k.a. Zaheri Saanp,S. N. Patankar,"Trymbakrao Pradhan, Tara Koregaonkar, Baba Vyas, K. G. Gokhale",Social,,1920,Hindi,Bollywood
Krishna Sudama a.k.a. Shri Krishna Sudama,Vishnupant Divekar,"Khalil, Vaidya, Prabha, Kesarbai, Moti, Sakina, Ali Miya",Mythology,,1920,Hindi,Bollywood
Lava Kusha,R. Nataraja Mudaliar,,Mythology,,1920,Hindi,Bollywood
Mahabharata,Rustomji Dhotiwala,,,,1920,Hindi,Bollywood
Mrichhakatik,Suchet Singh,Kanjibhai Rathod,,,1920,Hindi,Bollywood
Narasinha Avtar,Shree Nath Patankar,,Mythology,,1920,Hindi,Bollywood
Narsinh Mehta,"Suchet Singh, Shukle",Kanjibhai Rathod,Devotional,,1920,Hindi,Bollywood
Ram Janma,G. V. Sane,,Mythology,,1920,Hindi,Bollywood
Rama Or Maya,"Suchet Singh, Shukle","Dorothy Kingdon, Goharjaan, Kanjbhai Rathod, Samson",Mythology,,1920,Hindi,Bollywood
Sairandhri,Baburao Painter,"Balasabeb Yadav, Zunzharrao Pawar, Kamaladevi, Balasabeb Yadav, Keshavrao Dhaiber, Baburao Pendharkar, Ganpatrao Bakre, Ansuyabai, Gulabbai, Ravi Bhaskar",Mythology,,1920,Hindi,Bollywood
Shakuntala,Suchet Singh,"Dorothy Kingdon, Goharjaan, Mrs. Sutria, Samson",Mythology,,1920,Hindi,Bollywood
Shakuntala,Shree Nath Patankar,,Mythology drama,,1920,Hindi,Bollywood
Shri Krishna Leela,G. V. Sane,,Mythology,,1920,Hindi,Bollywood
Shri Rama Janma,G. V. Sane,,Mythology,,1920,Hindi,Bollywood
Sita Swayamwar a.k.a. Sita's Marriage,Shree Nath Patankar,Limaye,Mythology,,1920,Hindi,Bollywood
The Enchanted Pills a.k.a. Vichitra Gutika,S. N. Patankar,"Trymbakrao Pradhan, Marathe, Sitarampant Joshi, K. G. Gokhale, Damuanna Joshi, Dighe",Social,,1920,Hindi,Bollywood
Vikram Urvashi,Kanjibhai Rathod,"R. N. Vaidya, Lina Valentine",Mythology,,1920,Hindi,Bollywood
Behula,C. Legrand,Patience Cooper,Mythology,,1921,Hindi,Bollywood
Belgian Emperor's Visit To India,Nitin Bose,,Documentary,,1921,Hindi,Bollywood
Bhakta Vidur,Kanjibhai Rathod,"Dwarkadas Sampat, Sakina, Maneklal Patel, Homi Master, Prabhashankar, Gangaram",Devotional,,1921,Hindi,Bollywood
Bilet Pherat a.k.a. England Returned,Dhirendranath Ganguly,"Dhirendranath Ganguly, Manmatha Pal, Sushilabala, Kunjalal Chakraborty",Social Comedy,,1921,Hindi,Bollywood
Chandrahasa,Kanjibhai Rathod,"Khalil, Tara, Moti, Savita, Dhanji",Devotional,,1921,Hindi,Bollywood
Dabbur Kelenkari,Debi Ghosh,Chani Datta,,,1921,Hindi,Bollywood
Dhruva Charitra a.k.a. The Story Of Dhruva,Jyotish Bannerjee,"Patience Cooper, M. Manilal, Master Mohan, Signor P. Mannelli, Signorina F. Mannelli, James Mcgrath, Dadabhai Sarkari, Kusumkumari, Aga Hashr Kashmiri, Pestonji Madan",Mythology,,1921,Hindi,Bollywood
King Gopichand a.k.a. Gopichand,Vishnupant Divekar,"Hira Koregaonkar, Mama Bhatt",Legend,,1921,Hindi,Bollywood
Govardhan Dhari,G. V. Sane,,Mythology,,1921,Hindi,Bollywood
Jagat Janani Jagadamba a.k.a. Ma Durga a.k.a. Mother Durga,Jyotish Bannerjee,,Mythology,,1921,Hindi,Bollywood
Krishna Kumar a.k.a. Pradyumna,Vishnupant Divekar,,Mythology,,1921,Hindi,Bollywood
Krishna Maya,Kanjibhai Rathod,Jamna,Mythology,,1921,Hindi,Bollywood
Mahasati Ansuya a.k.a. Sati Ansuya a.k.a. Birth Of Shri Dattatreya,Kanjibhai Rathod,"Khalil, Vaidya, Sakina",Devotional,,1921,Hindi,Bollywood
Meerabai a.k.a. Mira Bai,Sisir Kumar Bhaduri,"Patience Cooper, S. K. Bhaduri",Devotional,,1921,Hindi,Bollywood
Mohini,Sisir Kumar Bhaduri,"Patience Cooper, S. K. Bhaduri",Devotional,,1921,Hindi,Bollywood
Nal Damayanti,E. D. Liguoro,"Patience Cooper, E. D. Liguoro, D. Sarkari, K. Adajania, Albertina, Chhapgar",Mythology,,1921,Hindi,Bollywood
Pundalik,Ganpat Shinde,,Devotional,,1921,Hindi,Bollywood
Pundalik,Kanjibhai Rathod,,Devotional,,1921,Hindi,Bollywood
Ratnakar,S. N. Ray,"Chunilal Dev, Shosha Mukhi, Sushila Debi",Mythology,,1921,Hindi,Bollywood
Rukmini Haran,Kanjibhai Rathod,"Khalil, Tara, Moti, Sakina, R. N. Vaidya, Gangaram",Mythology,,1921,Hindi,Bollywood
Rukmini Satyabhama a.k.a. Rukmini Kalyanam a.k.a. Rukmani Sathyabhama a.k.a. The Wedding Of Rukmani,R. Nataraja Mudaliar,,Mythology,,1921,Hindi,Bollywood
Sant Tukaram a.k.a. Tukaram,Ganpat Shinde,,Devotional,,1921,Hindi,Bollywood
Sati Madalsa,S. N. Patankar,,Mythology,,1921,Hindi,Bollywood
Sati Sulochana,G. V. Sane,,Mythology,,1921,Hindi,Bollywood
Salaam Aleikum,,,Social,,1921,Hindi,Bollywood
Shani Prabhav,G. V. Sane,,Mythology,,1921,Hindi,Bollywood
Shivratri,C. Legrand,"Kusum Kumari, Prabodh Bose",Mythology,,1921,Hindi,Bollywood
Subhadra Haran,Kanjibhai Rathod,,Mythology,,1921,Hindi,Bollywood
Surekha Haran a.k.a. The Elopement Of Surekha a.k.a. Surekha Abhimanyu,Baburao Painter,"V. Shantaram, Vishnupant Pagnis, Baburao Pendharkar, Ravji Mhaskar, Balasaheb Yadav, Ganpat Bakre, Zunzharrao Pawar, G. R. Mane, Gajrabai",Mythology,,1921,Hindi,Bollywood
Themuras & Tehmuljee a.k.a. Aflatoon,,,Social,,1921,Hindi,Bollywood
Tridandi Sanyas,Vishnupant Divekar,"Soni, Limaye, Anand Shinde",Mythology,,1921,Hindi,Bollywood
Urvashi,Vishnupant Divekar,"Hira Koregaonkar, Limaye, Vithabai",Mythology,,1921,Hindi,Bollywood
Valli Thirumanam a.k.a. Valli's Wedding,Whittaker,,Mythology,,1921,Hindi,Bollywood
Valmiki,G. V. Sane,,Mythology,,1921,Hindi,Bollywood
Vikram Satva Pariksha,G. V. Sane,,Mythology,,1921,Hindi,Bollywood
Vishwamitra Menaka,Kanjibhai Rathod,"Ali Miyan, Jamna, Kesar, Raja Babu",Mythology,,1921,Hindi,Bollywood
Vishnu Avatar a.k.a. The Incarnations Of Lord Vishnu,"Jyotish Bannerjee, C. Legrand",Patience Cooper,Mythology,,1921,Hindi,Bollywood
Yashoda Nandan a.k.a. Yashoda's Son a.k.a. Shri Radha Krishna,"Dhirendranath Ganguly, Nitish Lahiri","Dhirendranath Ganguly, Sushiladevi, Manmatha Pal, Kunjalal Chakraborty, Pramodasundari, Amodini Dasi, Nitish Lahiri",Mythology,,1921,Hindi,Bollywood
Ahiravan Mahiravan Vadha,G. V. Sane,"Bhaurao Datar, Bachu Pawar, Shanta Nalgunde, Ghanshyam Singh, Sane",Mythology,,1922,Hindi,Bollywood
Ajamil,Kanjibhai Rathod,"Khalil, Jamna, Homi Master, Gangaram",Devotional,,1922,Hindi,Bollywood
Andhare Alo a.k.a. The Influence Of Love,"Naresh Mitra, Sisir Kumar Bhaduri","Durga Rani, Lila Debi, Sisir Kumar Bhaduri, Naresh Mitra, Jogesh Choudhury, Kankabati",Social Drama,,1922,Hindi,Bollywood
Ashoka a.k.a. Samrat Ashoka,,,Historical,,1922,Hindi,Bollywood
Bhakta Ambarish,Kanjibhai Rathod,"Khalil, Tara, R. N. Vaidya",Devotional,,1922,Hindi,Bollywood
Bhakta Shiromani a.k.a. Rajrishi Ambarish a.k.a. Bhakta Shiromani,Dadasaheb Phalke,,Devotional,,1922,Hindi,Bollywood
Bhartrahari a.k.a. King Bhartrahari,S. N. Patankar,"Tara Koregaonkar, Thatte",Legend,,1922,Hindi,Bollywood
Bhishma,Jyotish Bannerjee,"Master Mohan, Keki Adjania",Mythology,,1922,Hindi,Bollywood
Bhishma Bana Shayya,,Madanrai Vakil,Mythology,,1922,Hindi,Bollywood
Bhishma Pratigna,R. S. Prakash,,Mythology,,1922,Hindi,Bollywood
Bidyasundar a.k.a. The Lover's Trance,Sundar Narayan Ray,Durgarani,Legend,,1922,Hindi,Bollywood
Bimata a.k.a. Bijoy Basant a.k.a. Stepmother,Dhirendranath Ganguly,"Seeta Devi, Dhirendranath Ganguly, Miss Joy Billy",Social,,1922,Hindi,Bollywood
Bisha Briksha a.k.a. Bishabriksha a.k.a. Poison Tree,Jyotish Bannerjee,"Durgadas Bannerjee, Miss Light, Basantakumari, Manoranjan Bhattacharya, Gopalchandra Bhattacharya, Lila Debi, Kartik Dey",Social Drama,,1922,Hindi,Bollywood
Bodana a.k.a. Bhakta Bodhana a.k.a. Shri Ranchhodrai,S. N. Patankar,Raja Sandow,Legend Devotional,,1922,Hindi,Bollywood
Damaji a.k.a. Bhakta Damaji a.k.a. Bhagwata Bhakta Damaji,Baburao Painter,"Baburao Pendharkar, Sushilabai, Gulabbai, Ravji M. Haskar, N. D. Sarpotdar, Zunzharrao Pawar, Ganpat Bakre",Devotional,,1922,Hindi,Bollywood
Devi Todi,Kanjibhai Rathod,Jamna,Devotional,,1922,Hindi,Bollywood
Doom Of The Yadavas a.k.a. Yadav Vinas,,,Mythology,,1922,Hindi,Bollywood
Draupadi Swayamwar,Vishnupant Divekar,Kamala,Mythology,,1922,Hindi,Bollywood
Draupadi Veni Bandhan a.k.a. The Fall Of The Kauravas a.k.a. Veni Bandhan,Vishnupant Divekar,"S. N. Patankar, Damle, Soni",Mythology,,1922,Hindi,Bollywood
Gangavataran a.k.a. Bhagirathi Ganga,,"Patience Cooper, Dadibhai Sarkari",Mythology,,1922,Hindi,Bollywood
Hara Gouri a.k.a. Lord Shiva And Parvati,Dhirendranath Ganguly,,Religious,,1922,Hindi,Bollywood
Hari Talika,G. V. Sane,Bhaurao Datar,Mythology,,1922,Hindi,Bollywood
Indrajit a.k.a. Indrajit O Lady Teacher,Dhirendranath Ganguly,"Seeta Devi, Dhirendranath Ganguly",Social,,1922,Hindi,Bollywood
Jadunath,S. N. Patankar,"Tara Koregaonkar, K. G. Gokhale, Baba Vyas, Trimbakrao Pradhan, Kelkar",Legend,,1922,Hindi,Bollywood
Kalidas,S. N. Patankar,"Tara Koregaonkar, Baba Vyas",Biopic Devotional,,1922,Hindi,Bollywood
Karna a.k.a. Deserted Son Of Kunti,S. N. Patankar,Raja Sandow,Mythology,,1922,Hindi,Bollywood
Lady Teacher,Dhirendranath Ganguly,,Comedy,,1922,Hindi,Bollywood
Laila Majnu,J. J. Madan,"Patience Cooper, H. W. Waring, Miss Dot Foy, Jeanetta Sherwin",Romantic Legend,,1922,Hindi,Bollywood
Mahashweta Kadambari a.k.a. Shap Sambhram,S. N. Patankar,"Tara Koregaonkar, Baba Vyas, Thatte, S. N. Patankar",Mythology,,1922,Hindi,Bollywood
Malati Madhav,Kanjibhai Rathod,"Khalil, Tara, R. N. Vaidya, Miss Moti, Gangaram",Mythology,,1922,Hindi,Bollywood
Pandavas In Exile a.k.a. Pandav Vanavas,G. V. Sane,"Bhaurao Datar, Bachu Pawar, Sakharam Jadhav",Mythology,,1922,Hindi,Bollywood
Parikshit,,Vithaldas Panchotia,Mythology,,1922,Hindi,Bollywood
Parsuram,,,Mythology,,1922,Hindi,Bollywood
Pati Bhakti a.k.a. Pavitra Leelavati a.k.a. Husband Worship,J. J. Madan,"Patience Cooper, Master Mohan, Signorina F. Manelli, Manilal, Sayed Hussain",Social Drama,,1922,Hindi,Bollywood
Pitroddhar a.k.a. Ganga The Redeemer,Manilal Joshi,,Mythology,,1922,Hindi,Bollywood
Princess Budur a.k.a. Rajkumari Budur a.k.a. Tale Of Kamar-Al-Zaman,J. J. Madan,"Patience Cooper, Eugenio De Liguoro, Dorothy Bayley, Edna Dalies, Dadibhai Sarkari, Chapgar",Costume Fantasy,,1922,Hindi,Bollywood
Radha Vilas,Vishnupant Divekar,"V. Y. Datar, Soni",Mythology,,1922,Hindi,Bollywood
Raja Bhoj,,"Patience Cooper, Albertina",Legend,,1922,Hindi,Bollywood
Raja Parikshit a.k.a. Janmejaya's Serpent Sacrifice,Manilal Joshi,Miss Yakbal,Mythology,,1922,Hindi,Bollywood
Ramayana,Jyotish Bannerjee,"Patience Cooper, Master Bhagaban Das, Signorina F. Mannelli",Religious Epic,,1922,Hindi,Bollywood
Ratnavali a.k.a. The Lady From Lanka,Manilal Joshi,"Miss Yakbal, Elizer",Legend Mythology,,1922,Hindi,Bollywood
Ratnavali a.k.a. Ratnabali a.k.a. Sea Nymph Of Ceylon,"Jyotish Bannerjee, C. Legrand","Patience Cooper, Miss Gohar, Miss Albertina, C. Legrand, Pandit Tulsidutt Saida",Legend Mythology,,1922,Hindi,Bollywood
Sadhu Aur Shaitan,"Nitish Lahiri, Dhirendranath Ganguly","Dhirendranath Ganguly, Lina Valentine, Sushilabala, Manmatha Pal",Comedy,,1922,Hindi,Bollywood
Sant Namdev a.k.a. Saint Namdeo,Dadasaheb Phalke,,Devotional,,1922,Hindi,Bollywood
Sant Sakhubai,G. V. Sane,"Shanta Nalgunde, Visubhau Nirantar",Devotional,,1922,Hindi,Bollywood
Sati a.k.a. Kalighat a.k.a. Daksha Yagna a.k.a. Origin Of Mahakali Temple,,Patience Cooper,Mythology,,1922,Hindi,Bollywood
Sati Anjani a.k.a. Birth Of Hanuman,S. N. Patankar,"Tara Koregaonkar, C. C. Shah",Biopic Devotional,,1922,Hindi,Bollywood
Sati Toral,Kanjibhai Rathod,"Khalil, Sakina, Miss Moti, Gani Babu",Devotional,,1922,Hindi,Bollywood
Satya Narayan,V. S. Nirantar,"Anna Salunke, Shinde",,,1922,Hindi,Bollywood
Sharmista Devyani,,,Puranic Drama,,1922,Hindi,Bollywood
Shishupal Vadh a.k.a. The Killing Of Shishupal,G. V. Sane,"Bhaurao Datar, Bachu Pawar, Sonabai, Sane",Mythology,,1922,Hindi,Bollywood
Shri Ganesh Janma a.k.a. Ganesh Avatar,G. V. Sane,"Bhaurao Datar, Madhav Malasure",,,1922,Hindi,Bollywood
Shri Markandeya Avtar a.k.a. Shiv Mahima a.k.a. Devotion's Reward,S. N. Patankar,"Damle, C. C. Shah, Baba Vyas",Devotional,,1922,Hindi,Bollywood
Shri Satya Narayan,Kanjibhai Rathod,"Khalil, Sakina, Miss Moti, R. N. Vaidya, Tara Gani Babu, Raja Babu",Devotional,,1922,Hindi,Bollywood
Sukanya Savitri,Kanjibhai Rathod,"Sakina, Miss Moti, Jamna",Devotional,,1922,Hindi,Bollywood
Suryakumari,Narayan Deware,"Khalil, Tara, Miss Moti, Raja Sandow",Costume,,1922,Hindi,Bollywood
Tara The Dancer a.k.a. Nartaki Tara,J. J. Madan,"Patience Cooper, Miss Chandra, Prabhodh Chandra Bose",Social,,1922,Hindi,Bollywood
Veer Abhimanyu,Manilal Joshi,"Sultana, Fatma Begum, Madanrai Vakil",Mythology,,1922,Hindi,Bollywood
Virat Parva,Vishnupant Divekar,"V. Y. Datar, Soni",Mythology,,1922,Hindi,Bollywood
Babruwahan,Dadasaheb Phalke,"Bhaurao Datar, Sakharam Jadhav, Dada Pendse",Mythology,,1923,Hindi,Bollywood
Bhakta Gora Kumbhar a.k.a. Gora Kumbhar The Devout,,Devotional,,,1923,Hindi,Bollywood
Bhakta Sudhanva,,,Devotional,,1923,Hindi,Bollywood
Buddha Dev a.k.a. Lord Buddha,Dadasaheb Phalke,"Bhaurao Datar, Dada Pendse, Charubai, Anna Salunke",Biopic Religious,,1923,Hindi,Bollywood
Champraj Hada,,,Devotional,,1923,Hindi,Bollywood
Chintamoni,Dhirendranath Ganguly,,Devotional,,1923,Hindi,Bollywood
Durvas Shaap a.k.a. Curse Of Durvas,S. N. Patankar,"Thatte, Tara Koregaonkar",Mythology,,1923,Hindi,Bollywood
Gayatri Mahatmya a.k.a. Venukumar,,,Mythology,,1923,Hindi,Bollywood
Guru Dronacharya a.k.a. Drona The Teacher,Dadasaheb Phalke,"Bhaurao Datar, Charubai, Dada Pendse",Mythology,,1923,Hindi,Bollywood
Guru Machindranath a.k.a. Streeyaraj a.k.a. The Kingdom Of Women,S. N. Patankar,Trymbakrao Pradhan,Mythology,,1923,Hindi,Bollywood
Goswami Tulsidas,Kanjibhai Rathod,,Biopic Devotional,,1923,Hindi,Bollywood
Janak Videhi a.k.a. King Janak,S. N. Patankar,,Mythology,,1923,Hindi,Bollywood
Jara Sandha Vadha,Dadasaheb Phalke,"Bhaurao Datar, Bachu Pawar, Ghanshyam Singh",Mythology,,1923,Hindi,Bollywood
Kamale Kamini a.k.a. Kamale Kamani a.k.a. Maid Of The Lotus,Sisir Kumar Bhaduri,"Sisir Kumar Bhaduri, Patience Cooper, Kusumkumari, Prabodh Bose, Tulsi Bannerjee, Rabindramohan Ray, Master E. Liguoro, Basantakumari, Akshoy Chakraborty, Nripen Bose",Mythology,,1923,Hindi,Bollywood
Khokha Babu a.k.a. Khokababu,Chittranjan R. Goswami,"Chittaranjan Goswami, Naresh Mitra, Nagendrabala",Social Drama,,1923,Hindi,Bollywood
Kirat Arjuna,Manilal Joshi,,Mythology Epic,,1923,Hindi,Bollywood
Krishna Arjuna Yuddha,,,Mythology,,1923,Hindi,Bollywood
Krishna Toola,,,Mythology,,1923,Hindi,Bollywood
Life Of Lord Buddha,,,Biopic Religious,,1923,Hindi,Bollywood
Maan Bhanjan a.k.a. Honour Retained a.k.a. All For Love,Naresh Mitra,"Durgadas Bannerjee, Naresh Mitra, Indu Mukherjee, Lila Debi, Sona Debi, Tinkari Chakraborty, Tulsi Bannerjee, Neelam Rani",Social Drama,,1923,Hindi,Bollywood
Mahananda a.k.a. Sati Mahananda,Dadasaheb Phalke,,Devotional,,1923,Hindi,Bollywood
Matri Sneha a.k.a. A Mother's Love,Jyotish Bannerjee,"Patience Cooper, Tulsi Bannerjee, Miss Kumud, Niroda Sundari, Sushila Sundari Jr., Kalidas Debi, Akshoy Chakraborty, Amar Choudhury, Prabhadevi, Edwin Mayer",Social Drama,,1923,Hindi,Bollywood
Matsya Varah Avtar,,,Mythology,,1923,Hindi,Bollywood
Maya Bazar,Baburao Painter,V. Shantaram,Mythology,,1923,Hindi,Bollywood
Minal Devi a.k.a. The Sin Redeemed,Kanjibhai Rathod,"Khalil, Miss Moti, Tara",Social,,1923,Hindi,Bollywood
Noorjehan a.k.a. Light Of The World a.k.a. Nurjehan,J. J. Madan,"Patience Cooper, Dadibhai Sarkari, Manchersha Chapgar, Charles Creed, Ezra Mir, Albertini",Biopic Historical,,1923,Hindi,Bollywood
Raja Gopichand,,,Legend,,1923,Hindi,Bollywood
Raja Mayurdhwaja,,"Madanrai Vakil, Asooji",Mythology,,1923,Hindi,Bollywood
Samudra Madanam,R. S. Prakash,,Mythology,,1923,Hindi,Bollywood
Sati Narmada,"Kanjibhai Rathod, Narayan Deware",,,,1923,Hindi,Bollywood
Sati Veermata a.k.a. Pious Veermata,S. N. Patankar,,Historical,,1923,Hindi,Bollywood
Savitri a.k.a. Savitri E Satyvan Savitri Satyvan,"Giorgio Mannini, J. J. Madan","Rina De Liguoro, Angelo Ferrari, Gianna Terribili-Gonzales, Bruto Castellani, Lydianne",Mythology,,1923,Hindi,Bollywood
Shishupal Vadha a.k.a. The Killing Of Shishupal,G. V. Sane,"Bhaurao Datar, Sane, Bachu Pawar, Sonabai",Mythology,,1923,Hindi,Bollywood
Shri Balkrishna a.k.a. The Child Krishna,"Kanjibhai Rathod, Narayan Devare",,Religious,,1923,Hindi,Bollywood
Shri Krishna Avatar,Baburao Painter,V. Shantaram,Religious,,1923,Hindi,Bollywood
Shri Krishna Bhakta Peepaji,S. N. Patankar,,Devotional,,1923,Hindi,Bollywood
Shri Krishna Satyabhama a.k.a. Krishna Satyabhama a.k.a. Samantak Mani,S. N. Patankar,"Tarabai Koregaonkar, Thatte",Mythology,,1923,Hindi,Bollywood
Shuk Rambha a.k.a. Shukh Deo,Kanjibhai Rathod,"Khalil, Tara",Fantasy,,1923,Hindi,Bollywood
Silent Curse a.k.a. Sati Ka Shaap,Manilal Joshi,,Legend,,1923,Hindi,Bollywood
Sinhagad,Baburao Painter,"Baburao Painter, V. Shantaram, D. Sarpotdar, Kamaladevi, Zhunzharrao Pawar, Balasaab Yadav, Nalini, K. P. Bhave, Baburao Painter, G. R. Mane",Historical Drama,,1923,Hindi,Bollywood
Soul Of A Slave,Hemchandra Mukherjee,"Ahindra Chowdhury, Gokul Nag, Prafulla Ghosh, Jane Richards, Adele Willinsonworth, Hemchandra Mukherjee, Jugal Bose, Jyotish Mitra, Sudhir",Costume Drama,,1923,Hindi,Bollywood
The Catechist Of Kil Arni,"R. S. Prakash, Thomas Gavin Duffy",Thomas Gavin Duffy,Religion,,1923,Hindi,Bollywood
Vaman Avatar a.k.a. Raja Bali,S. N. Patankar,,Mythology,,1923,Hindi,Bollywood
Vanraj Chavdo a.k.a. Vanraj Chavda,,,Historical Legend,,1923,Hindi,Bollywood
Veer Bhimsen,Kanjibhai Rathod,"Miss Moti, Tara, Raja Sandow, Sakina, Savita",Mythology,,1923,Hindi,Bollywood
Vratrasoor Vadha,,,Mythology,,1923,Hindi,Bollywood
Yayati,Dhirendranath Ganguly,,Devotional,,1923,Hindi,Bollywood
Ashwathama,Dadasaheb Phalke,"Bhaurao Datar, Dada Pendse, Gotiram, Madhav Malusare",Mythology,,1924,Hindi,Bollywood
Atma Bal a.k.a. Sundar Kamdar,,"Elizer, Asooji",,,1924,Hindi,Bollywood
Bal Shringee or Bal Shringi,,,Mythology,,1924,Hindi,Bollywood
Bali Yagna,V. K. Pattani,"Nanubhai, Batukbhai Vaidya",Mythology,,1924,Hindi,Bollywood
Bali Yagna a.k.a. Self-surrender At The Feet of the Master,Kanjibhai Rathod,,Mythology,,1924,Hindi,Bollywood
Bismi Sadi a.k.a. Twentieth Century,Homi Master,"Raja Sandow, Miss Moti, Noor Mohammed Charlie",Social,,1924,Hindi,Bollywood
Bhakta Sudhanva,,,Devotional,,1924,Hindi,Bollywood
Chandan Malayagiri,Naval Gandhi,,,,1924,Hindi,Bollywood
Chandragupta And Mahatma Chanakya a.k.a. Chandragupta Chanakya,,"Jilloobai, Asooji",Historical,,1924,Hindi,Bollywood
Chandranath,Naresh Mitra,"Durgadas Bannerjee, Nirmalbala, Naresh Mitra, Jogesh Chowdhury",Social,,1924,Hindi,Bollywood
Datta Janma a.k.a. Sati Ansuya,G. V. Sane,"Bhaurao Datar, Bachu, Ashraben, Motiram",Devotional,,1924,Hindi,Bollywood
Dhruva Charitra a.k.a. The Story Of Dhruva,Jyotish Bannerjee,"Patience Cooper, Dadabhai Sarkari, Signor P. Mannelli, Signorina F. Mannelli, James Mcgrath, Master Mohan, M. Monilal, Agha Hashar Kashmiri",Mythology,,1924,Hindi,Bollywood
Draupadi Bhagya a.k.a. Draupadi's Fate,Raghupathy S. Prakasa,,Mythology,,1924,Hindi,Bollywood
Gajendra Moksham a.k.a. Gajendra's Nirvana,Raghupathy S. Prakasa,,Mythology,,1924,Hindi,Bollywood
Gomata a.k.a. Sacred Cow,,,Devotional,,1924,Hindi,Bollywood
Gul-E-Bakavali,Kanjibhai Rathod,"Zubeida, Fatma Begum, Khalil, Sultana, Noor Mohammed Charlie, Abdul Ghani, Miss Moti, Jamuna Sr.",Legend,,1924,Hindi,Bollywood
Ishq No Umedwar,,,,,1924,Hindi,Bollywood
Jayadratha Vadha,G. V. Sane,"Bhaurao Datar, Bachu Pawar",Mythology,,1924,Hindi,Bollywood
Kala Naag a.k.a. Triumph Of Justice a.k.a. Kalyug Ki Sati,Homi Master,"Zubeida, Fatma Begum, Khalil, Sultana, Ibrahim, Tara, Miss Moti, Savita",True-life Crime Thriller,,1924,Hindi,Bollywood
Kalyan Khajina a.k.a. The Treasures of Khajina,Baburao Painter,"Sultana, Master Vithal, Kamaladevi, Nalini, Zunzharrao Pawar, Baburao Painter, Chimasaheb Bhosle, K. P. Bhave",Crime Thriller,,1924,Hindi,Bollywood
Karan Ghelo a.k.a. Karan Waghela,S. N. Patankar,,Historical,,1924,Hindi,Bollywood
Kismet Ka Shikar a.k.a. Victims Of Fate,,,Social,,1924,Hindi,Bollywood
Krishna Kumari a.k.a. Daughter Of Shripur,Gajanan S. Devare,,Costume,,1924,Hindi,Bollywood
Manorama a.k.a. Hridaya Triputi,Homi Master,"Zubeida, Khalil, Sultana",Social,,1924,Hindi,Bollywood
Mishar Rani a.k.a. Queen Of Mishar,Jyotish Bannerjee,"Durgadas Bannerjee, Ahindra Choudhury, Krishnabhamini, Niharbala, Naserwanji",Costume,,1924,Hindi,Bollywood
Municipal Election a.k.a. Municipal Nivadnuk,Dadasaheb Phalke,"Bachu Pawar, Baburao Datar, Sakharam Jadhav, Shinde",Social,,1924,Hindi,Bollywood
Nanda Batrisi a.k.a. Nand Batrishi,,"Dolores Berry, Asooji",Devotional,,1924,Hindi,Bollywood
Nandanar a.k.a. Bhakta Nandan,Raghupathy S. Prakasa,,Devotional,,1924,Hindi,Bollywood
Narsinh Mehta,Gajanan S. Devare,,Biopic Devotional,,1924,Hindi,Bollywood
Navin Bharat a.k.a. New India a.k.a. Naveen Bharat,Kashinath Chatterjee,,Social,,1924,Hindi,Bollywood
Navi Sethani a.k.a. Kanya Vikrya Ni Kahani,Homi Master,,Social,,1924,Hindi,Bollywood
Paper Parinam a.k.a. Crime And Punishment,,"Probodh Chandra Bose, Nirmalendu Lahiri, Prabhadevi, Prabhavati",Social,,1924,Hindi,Bollywood
Patni Pratap a.k.a. Wife's Achievement,J. J. Madan,Patience Cooper,Social,,1924,Hindi,Bollywood
Poona Raided a.k.a. Poona Par Hallo,B. V. (Mama) Warerkar,"Dulari, Sundar Rao Nadkarni, Vishnupant Pagnis, Miss Bhawani. Krishnarao Ketkar, Vishnupant Pagnis, Miss Kaiser, Baburao Sansare, Datta Varane, Shankarrao Shinde, Pandharinath Kale",Historical,,1924,Hindi,Bollywood
Prithvi Vallabh a.k.a. The Lord Of Love And Power,Manilal Joshi,"P.Y. Altekar, Wagle Sandow, Fatma Begum, Zubeida, Sultana, Miss Jaina, Bhalji Pendharkar",Historical,,1924,Hindi,Bollywood
Prithviraj Chouhan a.k.a. Prithviraj Chauhan,,,Historical,,1924,Hindi,Bollywood
Ra Mandlik,Homi Master,"Raja Sandow, Miss Yakbal, Ganibabu, Rajababu",Historical,,1924,Hindi,Bollywood
Raja Harishchandra,"D.D. Dabke, Narayan Deware",,Mythology,,1924,Hindi,Bollywood
Ranakdevi,S. N. Patankar,"Tarabai Koregaonkar, C. C. Shah",Historical,,1924,Hindi,Bollywood
Razia Begum,"Nanubhai Desai, Bhagwati Mishra","Raja Sandow, Jilloobai",Historical,,1924,Hindi,Bollywood
