Title,Director,Cast,Genre,Music,year,language,industry
Kalidas,H. M. Reddy,"T. P. Rajalakshmi, P. G. Venkatesan, L. V. Prasad",,Madhurakavi Bhaskara Das,1931,Tamil,Kollywood
Harichandra (Sampoorna Harichandra),"Sarvottam Badami, T. C. Vadivelu Naicker","V. S Sunderasa Iyer, D. R. Muthulakshmi, T. P. Rajalakshmi",,Raja Chandrasekar,1932,Tamil,Kollywood
Kalava (Galavarishi),P. B. Rangachari,"P. B. Rangachari, V. S. Sunderasa Iyer, T. R. Muthulakshmi",,G. Sundara Bhagavathar,1932,Tamil,Kollywood
Paarijaatha Pushpaha ragam,P. K. Raja Sandow,"R. Nagendra Rao, K. T. Rukmani, Leela, Narasmimma Rao",,,1932,Tamil,Kollywood
Ramayanam,,"T. P. Rajalakshmi, T. S. Mani",,,1932,Tamil,Kollywood
Kovalan,,"R. Nagendra Rao, T. P. Rajalakshmi, K. T. Rukmani, Leela",,,1933,Tamil,Kollywood
Nanthanar,,"Subbaiah Thevar, Angamuthu",,,1933,Tamil,Kollywood
Prahalaathaa,,,,,1933,Tamil,Kollywood
Sathyavaan Savithiri,,"M. R. Krishnamurthi, T. S. Mani, T. P. Rajalakshmi",,,1933,Tamil,Kollywood
Valli,P.V. Rao,"T. S. Santhanam, Pankajam",,,1933,Tamil,Kollywood
Valli Thirumanam,P. V. Rao,"C. M. Duraisamy, T. V. Sundaram, T. P. Rajalakshmi",,Lyricist: Baskaradas,1933,Tamil,Kollywood
Bama Vijayam,Manik Lal Tandon,"M. R. Krishhnamurthi, G. N. Balasubramaniam, P. S. Rathna Bai, P. S. Saraswathi Bai, M. S. Murugesan, K. S. Angamuthu",,K. Tyagaraja Desigar,1934,Tamil,Kollywood
Dasavathaaram,,,,,1934,Tamil,Kollywood
Draupadhi Vastrapaharanam,R. Padmanaban,"V. A. Chellappa, T. S. Vasudeva Pillai, C. S. Ramanna, C. V. V. Panthulu, T. P. Rajalakshmi, P. S. Sivabagyam",,,1934,Tamil,Kollywood
Draupadhi Vastrapaharanam,R. Prakash,"T. S. Sandhanam, K. R. Saradhambal",,,1934,Tamil,Kollywood
Pavalakkodi,K. Subramanyam,"M. K. Thyagaraja Bhagavathar, S. D. Subbulakshmi, Sundarambal, S. S. Mani Bhagavathar",,Papanasam Sivan,1934,Tamil,Kollywood
Sakkubai,Sundar Rao Nadkarni,"Madurai Asari, K. R. Saradhambal",,,1934,Tamil,Kollywood
Sakuntala,P. V. Rao,"P. S. Velu Nair, M. S. Murugesan, L. Narayanarao, T. M. Ramasamy, T. S. Velammal, Santhadevi",,,1934,Tamil,Kollywood
Sangeetha Lava Kusa[3],S. Soundararajan (Tamil Nadu Talkies),"Vidvan Srinivasan, Seetha Narayanan, Lakshmi",,Harikesanallur Muthiah Bhagavatar,1934,Tamil,Kollywood
Sathi Sulochana,Pammal Sambandha Mudaliar,"M. G. Nataraja Pillai, T. N. Nataraja Pillai, A. R. Sarangapani, P. Subbaya Thevar, Nagarkovil Sundarambal, T. K. Rukmani, Sulochana",,Janarthanam,1934,Tamil,Kollywood
Sita Kalyanam,Baburao Phendharkar,"S. Rajam, G. K. Seshagiri, Veenai S. Balachandar, V. Sundaram Iyer, S. Jayalakshmi",,"Papanasam Sivan, A. N. Kalyanasundaram",1934,Tamil,Kollywood
Seetha Vanavaasam,,,,,1934,Tamil,Kollywood
Sri Krishnaleela,P. V. Rao,"C. S. Jayaraman, C. S. Ramanna, C. V. V Panthulu, M. S. Muthukrishnan, P. S. Sivabagyam, K. S. Rajambal",,,1934,Tamil,Kollywood
Srinivaasa Kalyaanam,A. Narayanan,"P. S. Srinivasa Rao, Serukulathur Sama, R. B. Lakshmi Devi, P. S. Kamalaveni",,C. R. S. Murthy,1934,Tamil,Kollywood
Alli Arjuna,,"Abdul Khadar, K. S. Ananda Narayana Iyer, K. R. Kanthimathi Bai, T. S. Bhavani Bai, L. Narayana Rao[6]",,,1935,Tamil,Kollywood
Athiroopa Amaravathi,C. V. Raman,"Sivakozhundu, P. M. Sundara Bashyam, K. K. Thangavelu, T. S. Velammal, Ranganayaki",,,1935,Tamil,Kollywood
Bhakta Nandanar,Manik Lal Tandon,"K. B. Sundarambal, Maharajapuram Viswanatha Iyer",,,1935,Tamil,Kollywood
Baktha Ramadas,Murugadasa,"Nawab T. S. Rajamanikkam Pillai, K. Sarangkapani, M. N. Nambiar, T. S. Kalyanam",,,1935,Tamil,Kollywood
Bhaktha Dhuruvan,P .V. Rao,"C. S. Gopala Krishnan, C. S. Samanna, P. S. Sivabagyam, Sivaramalingam Pillai, S. R. Gnanakibai, C. S. Jayaraman",,C. S. Jayaraman,1935,Tamil,Kollywood
Chandrasaena,V. Shantaram,"Seshadri Sundarrajan, P. S. Srinivasan, K. Natarajan, T. T. Kanagam, S. Pankajam",,,1935,Tamil,Kollywood
Dumbachary,Manik Lal Tandon,"M. R. Krishnamoorthi, C. S. Samanna, M. S. Ragavan, P. S. Rathna Bai, P. S. Saraswathi Bai, M. S. Murugesan",,,1935,Tamil,Kollywood
Dhuruvaa Sarithram,,"M. S. Thangappa, V. Swaminathan, R. B. Lakshmi Devi, P. S. Gnanaambal",,,1935,Tamil,Kollywood
Gnanasounthari,A. Narayanan,"Srinivasa Rao, Sarojini",,,1935,Tamil,Kollywood
Gopalakrishna,,"S. Rajam, Gowri",,,1935,Tamil,Kollywood
Harichandra,Prafula Ghosh,"T. P. Rajalakshmi, V. A. Chellappa, K. T. Rukumani, M. S. Ramachandran Iyer",,,1935,Tamil,Kollywood
Kausalya,,"P. S. V. Iyer, R. Chellam",,,1935,Tamil,Kollywood
Kulepakaavali,S. Soundararajan,"V. A. Chellappa, M. S. Ramachandran, T. P. Rajalakshmi, Rajeswari, Rani Bala",,,1935,Tamil,Kollywood
Lalithangi,,"T. P. Rajalakshmi, V. A. Chellappa, T. V. Sundaram, M. S. Ramachandran Iyer, Kamala",,,1935,Tamil,Kollywood
Lanka Dhakanam,,"A. Rangasami Naidu, M. S. Gnanambal",,,1935,Tamil,Kollywood
Maayaa Bazaar,R. Padmanaban,"Serukulathur Sama, Vidwan Seenivasan, S. G. Chellapa Iyer, M. S. Vijayal, V. Rajam, Bala Mani, Kamatchi",,,1935,Tamil,Kollywood
Markandeya,"Murugadasa, K. Ramnoth","V. N. Sundaram, Rajapalayam Kuzhandaivelu Bhagavathar, K. B. Srinivasan, Lady Bhagavathar M. S. Kanna Bai, S. N. Kannamani",,,1935,Tamil,Kollywood
Menaka,P. K. Raja Sandow,"T. K. Shanmugam, T. K. Baghavathi, T. K. Sankaran, T. K. Muthurswamy, K. T. Rukmini, M. S. Vijayal, N. S. Krishnan, K. R. Ramaswamy, Friend Ramasamy, T. N. Sivadhanu",,T. K. Muthuswamy,1935,Tamil,Kollywood
Mohini Rukmangadha,S. Soundararajan,"P. B. Rangachari, T. S. Krishnasamy Iyengar, Vidhwan Seenivasan, V. Nataraja Iyer, M. S. Sarojini, M. S. Vijayal, K. R. Saradhambal, D. Susheela Devi",,K. V. Santhanakrishna Naidu,1935,Tamil,Kollywood
Nala Thamayanthi,Prem Chethna,"S. V. Venkatraman, Mangal Rajeshwari",,,1935,Tamil,Kollywood
Nalla Thangal,P. V. Rao,"M. S. Damodar Rao, C. S. Jayaraman, K. R. Kanthimathi Bai, P. S. Sivabagyam",,,1935,Tamil,Kollywood
Nalla Thangkaal,,,,,1935,Tamil,Kollywood
Naveena Sadaram,K. Subramanyam,"Vidhwan Sankaralingam, G. Pattu Iyer, S. S. Mani Bagavadhar, Kunjidha Padham, S. D. Subbulakshmi, K. K. Parvati Bai, Indubala, M. T. Rajam",,Papanasam Sivan,1935,Tamil,Kollywood
Pattinathar,V. S. K. Patham,"C. S. Sundara Moorthi Oduvar, K. R. Sarathambal, Kothamangalam Seenu",,,1935,Tamil,Kollywood
Poornachandran,D. R. Doss,"T. P. Rajalakshmi, Nott Annajirao, Rangabashyam, M. Anandaraman, R. V. Lakshmi Devi, P. S. Gnanmbal, M. Radhabai",,"Nott Annajirao, S. G. Chellapa Iyer",1935,Tamil,Kollywood
Radha Kalyanam,C. K. Sachi (C. K. Sathasivan),"S. Rajam, M. R. Santhanalakshmi, K. D. Devudu Iyer, T. V. Krishna Moorthy",,Sri Harikesanallur Muthiah Bagavadhar,1935,Tamil,Kollywood
Raja Bhoja,,"T. S. Krishnasamy Iyengar, Rajayee",,,1935,Tamil,Kollywood
Rajambal,A. Narayanan,"S. Rajam, P. S. Srinivasa Rao, M. N. Seenivasan, T. S. Krishnasamy Iyengar, K. N. Rajalakshmi",,,1935,Tamil,Kollywood
Ratnavali,Prafulla Ghosh[7],"M. R. Krishnamoorthi, P. S. Rathna Bai, P. S. Saraswathi Bai, T. R. A. Mathuram[8]",,,1935,Tamil,Kollywood
Sarangadhara,V. S. K. Patham,"Kothamangalam Seenu, G. Seenivasan, T. M. Saradhambal",,,1935,Tamil,Kollywood
Sathi Akalyaa,,,,,1935,Tamil,Kollywood
Siruthonda Naayanaar,C. V. Raman,"T. K. Sundarappa, Sornambal",,,1935,Tamil,Kollywood
Subhadra Parinayam,,"S. V. Subbaiah Bhagavathar, Bufoon Shanmugam, Karaikudi Ganesh Iyer, Kasi Viswanatha Iyer, Ramasamy Pillai, T. S. Velammal, T. K. Rukmani Ammal,",,,1935,Tamil,Kollywood
Thooku Thooki,R. S. Prakash,"C. V. V. Panthulu, Clown Sundaram, K. T. Rukmani, M. R. Kamalam, Devaki",,,1935,Tamil,Kollywood
Ali Badhusha,,"C. S. Selva Rathnam, Pangajam",,,1936,Tamil,Kollywood
Baktha Kuchela,K. Subramanyam,"Papanasam Sivan, S. D. Subbulakshmi, G. Pattu Iyer, Baby R. Balasaraswathi Devi",,,1936,Tamil,Kollywood
Bama Parinayam,Y. V. Rao,"Serukulathur Sama, T. P. Rajalakshmi, K . Rangnayagi, Raja Thandapani",,,1936,Tamil,Kollywood
Beeshma Prathikgna,,,,,1936,Tamil,Kollywood
Chandrahasan,Profulla Ghosh,"V. N. Sundaram, P. B. Rangachari, M. R. Santhanalakshmi, P. C. Seetharaman, C. S. Saradambal, J. Susheela Devi, M. R. Subramania Mudaliar, K. S. Subramania Iyer, S. Kalyanasundaram Iyer, D. Sundaram Iyer, Master Ramudu, Miss Rajam, P. Ramaiah Sastrigal",,,1936,Tamil,Kollywood
Chandrakantha,P. K. Raja Sandow,"Kali N. Rathnam, P. U. Chinnappa, Aayiram Mugam S. Ramkumar, A. K. Rajalakshmi",,,1936,Tamil,Kollywood
Chandramohana or Samooga Thondu,Raja Chandrasekhar,"M. K. Radha, T. N. Meenakshi, S. V. Venkatraman",,,1936,Tamil,Kollywood
DevadasDubbed from Bengali,,,,,1936,Tamil,Kollywood
Dhara Sasangam,A. Narayanan,,,,1936,Tamil,Kollywood
Dharma Pathini,,"M. S. Ramachandran Iyer, Gomathi, C. S. Samanna",,,1936,Tamil,Kollywood
Indra Sabha,A. Narayanan,"M. Sachithanandam, J. Susheela, K. Shantha Devi, S. N. Ranga Nathan",,,1936,Tamil,Kollywood
Iru Sahodarargal,Ellis R. Dungan,"K. P. Kesavan, M. M. Radhabai, M. G. Ramachandran, T. S. Krishnaveni, T. S. Balaiah, P. G. Venkatesan, S. N. Kannamani, S. N. Vijayalakshmi, M. G. Chakrapani",,Parur S Anantharaman & Gopalaswami,1936,Tamil,Kollywood
Garuda Garvabhangam,R. Padmanaban,"M. D. Parthasarathy, M. S. Mohanambal, Serukulathur Sama, Vidwan Srinivasan, T. S. Mani, Vimala, M. D. Subramania Mudaliar.",,Chidambaram Vedhanayagam Sharma,1936,Tamil,Kollywood
Kizhattu Mappillai,T. R. Raghunath,,,,1936,Tamil,Kollywood
Krishna Arjuna,,"K. V. Srinivasa Bhaghavatar, M. V. Krishnappa, K. Pappa, K . Rangnayagi, P. Janaki Bai",,,1936,Tamil,Kollywood
Krishna Narathi,R. Prakash,"K. V. Vaithyanathan Iyer, N. M. Sundrambal, K. S. Sinivasan, K. S. Kannaya, K . Rangnayagi",,,1936,Tamil,Kollywood
Leelavathi Sulochana,P. V. Rao,"C. S. Jayaraman, P. S. Govindan, P. S. Sivabhagyam, T. M. Saradambal, S. S. Rajagopalan, K. Mahadevan, Isakki, C. K. Selvambal, K. R. Lakshmi, T. P. Manoji Rao, T. M. Pankajam, M. S. Sundaram, C. D. Janaki",,,1936,Tamil,Kollywood
Madayarkalin Santhippu,,,,,1936,Tamil,Kollywood
Madras Mail,C. M. Trivedi,"Battling Mani, T. N. Meenakshi, S. R. K. Iyengar, Chellam, S. S. Kokko, Srinivasa Iyengar",,S. N. Ranganathan,1936,Tamil,Kollywood
Mahathma Kabeerdhas,A. Narayanan,"P. D. V. Krishna, T. S. Velammal, M. R. Raja Rathinam, A. B. Moorthi, L. V. Naidu",,,1936,Tamil,Kollywood
Mannarsami,,,,,1936,Tamil,Kollywood
Manohara,,,,,1936,Tamil,Kollywood
Meera Bai,A. Narayanan,"C. V. V. Panthulu, T.V. Rajsundari Bai, Gopal Rao, Joker Ramudu, K. S. Angamuthu, T. S. Sandhanam",,,1936,Tamil,Kollywood
Miss Kamala,T. P. Rajalakshmi,"T. P. Rajalakshmi, T. V. Sundaram, Battling C. S. D. Singh, V. S. Mani, T. P. Rajagopal, Stunt Rajoo",,,1936,Tamil,Kollywood
Moondru Muttalkalin Sangeetha Koshti,Aralkar Kabuli Sahib,"P. G. Venkatesan, K. R. Saradhambal, K. T. Rukumani",,,1936,Tamil,Kollywood
Nalayini,R. Prakash,,,,1936,Tamil,Kollywood
Naveena Sarangadhara,K. Subramanyam,"M. K. Thyagaraja Bhagavathar, S. D. Subbulakshmi, S. S. Mani Bhagavathar, G. Pattu Iyer, Indubala",,Papanasam Sivan,1936,Tamil,Kollywood
Parvathi Kalyanam,B. Y. Aldekar,"P. Sreenivasa Rao, P. K. Durai Sami Desikar, S. P. L. Dhanalakshmi, T. S. Damayanthi",,Matheri Mangalam Nadasa Iyer,1936,Tamil,Kollywood
Pathi Bakthi,B. Y. Aldekar,"K. P. Kesavan, K. K. Perumal, M. M. Radha Bai, Kali N. Rathinam, P. R. Mangalam",,,1936,Tamil,Kollywood
Pathuga Pattabishekam,,,,,1936,Tamil,Kollywood
Pattinathar,Murugadasa (Muthuswami Iyer),"M. M. Dandapani Desikar, D. R. Muthulakshmi, Jaya Lakshmi, K. T. Rukumani, V. N. Sundaram",,,1936,Tamil,Kollywood
Raja Desingu,Raja Chandrasekhar,"T. K. Sundarappa, V. S. Mani, M. Lakshmi, K. R. Saradambal, Rukmini Devi Arundale",,M. Baluswami,1936,Tamil,Kollywood
Rukmini Kalyanam,Bhalji Pendharkar,"S. Rajam, M. S. Vijayal, Matheri Mangalam Nadasa Iyer, Sreemathi, Panchu Bhaghavatar, Kamala",,,1936,Tamil,Kollywood
Sathi Leelavathi,Ellis R. Dungan,"M. K. Radha, M. S. Gnanambal, M. G. Ramachandran, N. S. Krishnan, T. S. Balaiah",,Sundhara Vadhyar,1936,Tamil,Kollywood
Sathyaseelan,B. Sampathkumar,"M. K. Thyagaraja Bhagavathar, M. S. Devasena, M. P. Mohan, G. Padmavathi Bai, T. V. Kanthimathi Bai, N. S. Krishnan, T. A. Madhuram",,Papanasam Sivan,1936,Tamil,Kollywood
Seemanthini,Ellis R. Dungan,"T. P. Rajalakshmi, M. R. Krishnamoorthi, T. P. Rajagopal, M. S. Ramachandra Iyer, M. D. Rajam, Parvathi, K. T. Rukmani Miss. Pattu, T. V. Sundaram, Chinnasama Iyer, Natesa Sastri, Kulathu Mani, Krishna Iyer, Sivarama Iyer, Kalyanam, Seenivasa Rao",,Thiruchi T. V. Nataraja Chariyar,1936,Tamil,Kollywood
Srimath Mahabaratham,,,,,1936,Tamil,Kollywood
Srimathi Parinayam,,,,,1936,Tamil,Kollywood
Usha Kalyanam,K. Subramanyam,"M. V. Krishnappa, S. D. Subbulakshmi, C. V. V. Panthulu, G. Pattu Iyer, V. Govindasami, M. S. Pattammal, J. M. Sundaram, S. S. Padmavathi, S. S. Rajamani, K. E. Madhava Iyer, S. Gomathi Bai",,,1936,Tamil,Kollywood
Vasantha Sena,P. K. Raja Sandow,"V. A. Chellappa, S. P. L. Dhanalakshmi, M. S. Vijayal, N. S. Krishnan, T. A. Madhuram, P. K. Raja Sandow",,,1936,Tamil,Kollywood
Veera Abimanyu,Profulla Ghosh,"M. R. Krishnamoorthi, T. P. Rajalakshmi, C. S. Mana Singh",,,1936,Tamil,Kollywood
Viswamithira,A. Narayanan,"M. K. Gopala Iyengar, Rajasundari, T. Duraisami Iyer",,,1936,Tamil,Kollywood
Aandal Thirukkalyanam,,,,,1937,Tamil,Kollywood
Ambikapathy,Ellis R. Dungan,"M. K. Thyagaraja Bhagavathar, M. R. Santhanalakshmi, Serukulathur Sama, T. S. Balaiah, N. S. Krishnan, T. A. Madhuram, P. G. Venkatesan, P. B. Ranagachari, P. R. Mangalam, S. S. Raja Mani",,Papanasam Sivan & K. C. Dey,1937,Tamil,Kollywood
Arunagirinathar,,,,,1937,Tamil,Kollywood
Baktha Arunagiri,S. D. S Yogiyar,Thevaram C. Sangkaralingam,,,1937,Tamil,Kollywood
Baktha Jeyadev,,,,,1937,Tamil,Kollywood
Baktha Purantharadoss[11],,"G. Krishnarama Bhagavathar, Tripuramba",,Bellave Narahari Shastri,1937,Tamil,Kollywood
Baktha Thulasidas,Raja Chandrasekar,"M. K. Radha, K. B. Sabitha Devi, N. S. Krishnan, T. A. Madhuram, Chellam, T. E. Krishnamachari, Buffoon Sankara Iyer, Angamuthu.",,Music: D. K. Jayarama IyerLyrics: Mayavaram Thiyagaraja Mudhaliyar,1937,Tamil,Kollywood
Balamani,T. V. Rao,,,,1937,Tamil,Kollywood
Balayogini,K. Subramanyam,"K. R. Chellam, Baby Saroja, C. V. V. Panthulu, Bharathan, K. B. Vatsal (K. Viswanathan), Baby R. Balasaraswathy Devi, Baby Rukmini, Salem Sundaram",,Moti Babu & Maruti Seetharammaiah,1937,Tamil,Kollywood
Bhaktha Sri Thyagaraja,Virendra Desai,"Vidwan Mathirimangalam Natesa Iyer, Kamala, Seetha, T.P.K. Sastry, C.P.S. Mani Iyer. S.K. Sundaram, 'Gavai' Kalyanam, A. Dhanapal Chettiar, V.B. Srinivasan, 'Baby' Kokila, 'Master' Pranatharthiharan, Padmanabhachar and Rajagopala Iyer.[12]",,,1937,Tamil,Kollywood
Basmasura Mohini,,,,,1937,Tamil,Kollywood
Chintamani,Y. V. Rao,"M. K. Thyagaraja Bhagavathar, Serukulathur Sama, K. Aswathamma, Y. V. Rao, L. Narayana Rao",,Papanasam Sivan,1937,Tamil,Kollywood
Danger Signal,,,,,1937,Tamil,Kollywood
Devadas[13],B. V. Rao,"B. V. Rao, G. P. Rajayi, T. S. Krishna Iyengar, S. N. Vijayalakshmi, D. M. Ramasamy Pillai, M. A. Rajamani, Subramani Bhagavathar",,,1937,Tamil,Kollywood
Kavirathna Kalidass,,T. S. Sandhanam,,,1937,Tamil,Kollywood
Kowsalya Parinayam,K. Subramanyam,"K. N. Rajalakshmi, K. N. Kamalam",,,1937,Tamil,Kollywood
Krishna Thulabaram[14],A. Narayanan,"M. K. Gopal, T . M. Sarathambal, M. R. Subramania Mudaliar, T. S. Ramamani Bai, Puliyoor Doraisamy Iyer, T. S. Krishnaveni, Sundaramurthi Odhuvaar, K. R. Saradhambal",,S. N. R. Nadham,1937,Tamil,Kollywood
Kutti,,,,,1937,Tamil,Kollywood
Lakshmi or Harijana Penn,C. V. Raman,,,,1937,Tamil,Kollywood
Minnalkodi,K. Amarnath,,,,1937,Tamil,Kollywood
Miss Sundari,S. Soundararajan,"Battling Mani, P. S. Sivapackiam, V. S. Sundaresa Iyer, Suseela Devi, M. R. Narayanan, Angamuthu, K. S. Sethupathi Pillai, K. S. Rajalakshmi",,Kesi Dey,1937,Tamil,Kollywood
Minor Rajaamani,P. K. Raja Sandow,"T. K. Sambangi, Kamalaveni, Kothamangalam Subbu, B. R. Mangalam, Surabi",,,1937,Tamil,Kollywood
Mr. Ammanchi,K. Subramanyam,"Jolly Kittu Iyer, S. D. Subbulakshmi",,,1937,Tamil,Kollywood
Nava Yuvan or Geethaa Saaram[15],Michael Omalov,"V. V. Sadagopan, Bikshavathi, M. A. Rajamani",,,1937,Tamil,Kollywood
Naveena Nirupama,,,,,1937,Tamil,Kollywood
Naveena Sthree Sakasam,,,,,1937,Tamil,Kollywood
Padma Jothi,T. R. Sundaram,"T. M. Sankaran, M. S. Muthukrishnan, Padma, T. P. Manoj Rao, Ambujam, U. R. Jeevarathinam",,,1937,Tamil,Kollywood
Pakka Rowdy,K. Amarnath,,,,1937,Tamil,Kollywood
Pakka Thirudan,,,,,1937,Tamil,Kollywood
Raja Bakthi,Sundar Rao Nadkarni,"B. R. Panthulu, P. S. Rathnabai, P. S. Saraswatibai, Pattabiraman, R. B. Lakshmidevi",,,1937,Tamil,Kollywood
Raja Mohan,Prem Chethna,,,,1937,Tamil,Kollywood
Rajasekaran or Emandha Sonagiri,T. Prakash,"M. R. Radha, E. R. Sahadevan, Aathmanathan, Janakam, Kanakam",,Rajam Pushpavanam,1937,Tamil,Kollywood
Samundeeswari,,,,,1937,Tamil,Kollywood
Sathi Ahalya,T. R. Sundaram,"K. Thavamani Devi, S. D. Subbaiah, T. M. Sankaran",,R. Balusami,1937,Tamil,Kollywood
Sathi Anusuya,Prem Chethna,,,G. Govindarajulu Naidu,1937,Tamil,Kollywood
Sethu Bandhanam & Aasai,R. Padmanaban,"P. B. Rangachari, Nott Annaji Rao, M. D. Parthasarathy, M. S. Mohanambal, M. A. Sandow, Kulathu Mani, M. R. Subramaniam, T. K. Kannammal, K. S. Angamuthu, Bhagirathi",,M. D. Parthasarathy,1937,Tamil,Kollywood
Sundaramurthi Nayanar[16],Murugadasa,"P. P. Rangachari, T. R. Subbulakshmi, V. N. Sundaram, Chandra",,,1937,Tamil,Kollywood
Vallala Maharaja,,,,,1937,Tamil,Kollywood
Vikrama Stri Sahasam,A. Narayanan,"T. K. Sundarappa, Puliyur Duraiswami Ayya, Papa Lakshmikantham, T.K. Rukmini, Satchithanandam, M. K. Gopalan, T. R. Krishnaveni, Master Srinivas, Lazar M. R. Subramanyam, Ramudu Iyer, P.D. Kumarasami Pillai, S. Kannammal",,,1937,Tamil,Kollywood
VipranarayanaAlternate name: Thondaradipodi Azhvar[17],K. Ranga Rao,"Rajamadam G. Sundara Bhagavathar, Joker Ramudu, M. S. Ragavam, K. R. Rao, Thiruchur Premavathi, Mathuram, Meenakshi, Suryakumari",,"Ramanatha Iyer, Mahadevan (Lyrics: Yanai Vaidyanatha Iyer)",1937,Tamil,Kollywood
Virada Parvam,A. Narayanan,,,,1937,Tamil,Kollywood
Anaadhai Penn,Ragupathy S. Prakasam (R. Prakash),"M. K. Radha, T. A. Sundarambal, P. U. Chinnappa, S. M. Subramaniam (Kothamangalam Subbu), L. Narayan Rao, T. S. Krishnaveni, P. R. Mangalam, M. R. Swaminathan, P. G. (Azhvar) Kuppusami, E. Krishnamurthi",,,1938,Tamil,Kollywood
Athirsta Natchathiram,,,,,1938,Tamil,Kollywood
Baktha MeeraShok Sundaram and Grama Vijayam were shown as additional films[19],Y. V. Rao,"Y. V. Rao, Y. H. Rao, Vidwan Srinivasan, M. R. Durairaj, L. Narayana Rao, C. D. Vasundaradevi, Rajam, Abhayambal,",,,1938,Tamil,Kollywood
Baktha Nama Thevar,,,,,1938,Tamil,Kollywood
Bhakthi or Ambharishan Charithiram[20],Murugadasa (originally Muthuswami Iyer),"R. Nagendra Rao, M. V. Subbaiah Naidu, Lakshmi Bai, Kamala Bai, P. R. Mangalam, P. G. Venkatesan, M. S. Saroja, K. R. Saradambal, K. Hiranaiah, M. K. Gopala Ayyangar, M. S. Subbanna, H. Ramachandra Sastry, V. Krishnappa, N. Ramasami Pillai, K. Ramakrishna Rao and R. Anantharamaiah",,,1938,Tamil,Kollywood
Bakya Leela,,,,,1938,Tamil,Kollywood
Bookailash or Mandodhari Parinayam,Sundar Rao Nadkarni,T. S. Sandhanam,,,1938,Tamil,Kollywood
Dakshayagnam,Raja Chandrasekhar,"V. A. Chelappa, M. M. Radhabai, M. G. Nataraja Pillai, K. R. Jayalakshmi, P. G. Venkatesan, T. N. Chandramma, N. S. Krishnan, T. A. Madhuram, M. G. Ramachandran",,,1938,Tamil,Kollywood
Dhasavatharam,,,,,1938,Tamil,Kollywood
Desa Munnetram,A. N. Kalyanasundaram,"Mathrimangalam Natesa Iyer, K. R. Chellam, Baby Rukmini, S. R. Padma, Sripatha Shankar, G. Govindarajulu Naidu, Seetha Devi, M. Lakshmanan, K. S. Gopalakrishnan, Kokilam",,Papanasam Sivan & A. N. Kalyanasundaram,1938,Tamil,Kollywood
Eka-naathar[21],H. S. Mehta,"N. Krishnamoorthi, C. Padmavathibai, P. Rangasamy, Seetha, N. Srinivasan, Lakshmi, P. S. Krishnaswamy, Indirani.",,"N. P. S. Mani, N. Ramamoorthi",1938,Tamil,Kollywood
En Kaathali,,,,,1938,Tamil,Kollywood
Grama VijayamWas shown as additional film along with Baktha Meera[19],,,,,1938,Tamil,Kollywood
Harijana Singam or Madras CID,Battling Mani,"Battling Mani, Kamala, Vittal, Swarna, Sripathy, Govindan",,,1938,Tamil,Kollywood
Jalaja or Natya Mahimai,G. K. Seshagiri,Kumbakonam Bhanumathi,,,1938,Tamil,Kollywood
Kambar or Kalviyin Vetri,,,,,1938,Tamil,Kollywood
Kannappa Nayanar,,V. N. Sundaram,,,1938,Tamil,Kollywood
Kutravaali,,,,,1938,Tamil,Kollywood
Madasambirani,,,,,1938,Tamil,Kollywood
Mayurathvajan,,,,,1938,Tamil,Kollywood
Maya Mayavan,B. Sampathkumar,"T. K. Sampangi, J. Susheela Devi, K. Kokila, Seetha Bai, Venugopala Sarma, G. R. Varadachar, K. Kaveri Chettiar, V.V.S. Mani, Venu Chetti, Devaraju",,,1938,Tamil,Kollywood
Muttal Mappillai,,,,,1938,Tamil,Kollywood
Nandakumar,Keshav Rao Dhaibar,"T. P. Rajalakshmi, C. V. V. Panthulu, T. S. Rajalakshmi, T. R. Mahalingam, T. R. Ramachandran, Master Sethuraman",,S. V. Venkatraman,1938,Tamil,Kollywood
Punjab Kesari,,,,,1938,Tamil,Kollywood
Por Veeran Manaivi or Asattu Veeran Manavi,,,,,1938,Tamil,Kollywood
Rajadrogi,,,,,1938,Tamil,Kollywood
Sevasadanam,K. Subramanyam,"M. S. Subbulakshmi, F. G. Natesa Iyer, S. Varalakshmi, S. G. Pattu Iyer, Kumari Kamala, Jolly Kittu Iyer, Jayalakshmi, Ram Pyari",,Papanasam Sivan,1938,Tamil,Kollywood
Shok SundaramWas shown as additional film along with Baktha Meera[19],,,,,1938,Tamil,Kollywood
Sri Kandha Leela,Arshadrai Mehta,"K. L. V. Vasantha, Raja Dandapani, M. V. Mani, Sundarambal, Gnanamani, S. P. L. Dhanalakshmi, G. Govindarajulu Naidu, Seetha Devi",,G. Govindarajulu Naidu,1938,Tamil,Kollywood
Sri Ramanujar,A. Narayanan,"Dhinamalar N. Ramarathinam, Sangu Subramaniyam",,,1938,Tamil,Kollywood
Swarnalatha[22],Y. V. Rao,"Y. V. Rao, K. Ranganayaki, M. R. Durairaj, C. S. Swarnambal, L. Narayana Rao, ‘Vidwan’ Srinivasan, A. A. Somayajulu, Saranayaki, S. Kalyanam, S. G. Rajam, Raju and Nagalakshmi",,Harikesanallur BrothersLyrics: Yanai Vaidyanatha Iyer,1938,Tamil,Kollywood
