Title,Director,Cast,Genre,Music,year,language,industry
Sati Sulochana,Y. V. Rao,"R. Nagendra Rao, Subbaiah Naidu, Lakshmi Bai, Tripuraamba, C. T. Sheshachalam",,R. Nagendra Rao,1934,Kannada,Sandalwood
Bhakta Dhruva,Parshvanathah Altekar,"Master Muthu, T.D warakanath, H. S. Krishnaswamy Iyengar, G. Nagesh, M. G. Marirao, T.Kanakalakshmama",,Harmonium Sheshagirirao,1934,Kannada,Sandalwood
Sadaarame,Raja Chandrashekar,"Gubbi Veeranna, K.Ashwathamma, Muraaraachaar, Shakunthala, Swaranamma",,Venkataramaiah (Papanna),1935,Kannada,Sandalwood
Samsara Nauka,H. L. N. Simha,"B. R. Panthulu, M. V. Rajamma, S. K. Padma Devi, M. S. Madhava Rao, Dikki Madhava Rao",,M. Madhavarao,1936,Kannada,Sandalwood
Chiranjeevi,K. P. Bhave,"Devudu, Sharada, Malavalli Sundaramma, Basavaraju Mansoor, R. S. Murthy, Narayanarao",,Harmonium Sheshagirirao,1936,Kannada,Sandalwood
Purandaradasa,B. Chawan,"G. Krishnaswamy Iyengar, Tripuraamba, J. T. Balakrishnarao,",,,1937,Kannada,Sandalwood
Rajasuya Yaaga,T.Dwarakanath,"S. R. Vasudevarao, T. K. Ramamurhty, K. R. Seetharam, T. Jayamma, T. Chandrashekar, Saroja",,Padmanabha Shashtri,1937,Kannada,Sandalwood
Subhadra,C. Pullaiah,"Gubbi Veeranna, Honnappa Bhagavathar, Jayamma, Vasudeva Girimaji, B. Raghavendra Rao",,,1941,Kannada,Sandalwood
Vasantasena,Ramayyar Sirur,"Lakshmi Bai, Subbaiah Naidu, R. Nagendra Rao, Kamalabai, P. Kalinga Rao, Padma Devi",,,1941,Kannada,Sandalwood
Bhakta Prahalada,K. Subramanyam,"M. V. Rajamma, Chandramma, A.N. Sheshachar",,,1942,Kannada,Sandalwood
Jeevana Nataka,Wahab Kashmiri,"Gubbi Veeranna, Kemparaj Urs, Jayamma, Shantaa Heblikar",,,1943,Kannada,Sandalwood
Satya Harishchandra,R. Nagendra Rao,"Subbaiah Naidu, R. Nagendra Rao, Lakshmibai, J. V. Krishnamurthy Rao, M. G. Marirao",,,1943,Kannada,Sandalwood
Krishna Sudhaama,K. Subramanyam,"Bellave Narahari Sastry, S. D. Subbulakshmi",,,1943,Kannada,Sandalwood
Vani,K. HirannaiahM. N. Gopal,"Tirumakudalu Chowdiah, Bellary Lalitha, Pandari Bai, Bellary Rathnamala, Musuri Krishnamurthy, K. V. Achutharao, K. Hirannaiah",,,1943,Kannada,Sandalwood
Radha Ramana,Jyothisha Sinha,"B. R. Panthulu, M. V. Rajamma, G. V. Iyer, Balakrishna, Srinivasarao",,,1943,Kannada,Sandalwood
Hemareddy Mallamma,S. Soundarya Rajan,"Gubbi Veeranna, Honnappa Bhagavathar, C. B. Mallappa, B. Jayamma, Ku.Ra.Ci",,,1946,Kannada,Sandalwood
Chandrahasa,Shanthesh Patel,"Handiganoor Siddaramappa, Amirbai Karnataki, Vikas, B. Sharada",,,1947,Kannada,Sandalwood
Krishnaleela,C. V. Raju,"D. Kemparaj Urs, Marirao, Usha Bellar Lalitha, Rathnamala, Nagarathna",,,1947,Kannada,Sandalwood
Mahananda,T. Janakiram,"D. Kemparaj Urs, Sumathi, Kashinath, Vedaantham, Padmanabhan, Rajakumari, Prathimadevi",,,1947,Kannada,Sandalwood
Mahathma Kabir,R. Nagendra Rao,"Subbaiah Naidu, R. Nagendra Rao, Lakshmibai, Kamalabai",,,1947,Kannada,Sandalwood
Bhakta Ramdas,D. Kemparaj Urs,"D. Kemparaj Urs, Vimalanandadas, Sumathi",,,1948,Kannada,Sandalwood
Bhakta Kumbara,Bomman D. Irani,"Honnappa Bhagavathar, Lakshimibai, Vimalanandadas, Pandari Bai",,,1948,Kannada,Sandalwood
Bharathi,R. M. Veerabadraiah,"Tanguturi Suryakumari, Sampath, M. V. Krishnaswamy",,,1948,Kannada,Sandalwood
Dasara,B. Y. Ramdas,K N Simha,,,1949,Kannada,Sandalwood
Kalaavida,KrishnanSuryanarayana,"B. Sohanlal, Kantha, Shantha",,,1949,Kannada,Sandalwood
Nagakannika,G. Vishwanthan,"Jayashri, Bellary Rathnamala, B. Raghavendrarao, S. M. Veerabadrappa, U. Mahabalarao",,,1949,Kannada,Sandalwood
Sathi Tulasi,M. V. N. Iyengar,"Vimalanandadas, Sushiladevi",,,1949,Kannada,Sandalwood
Shaneeswara Mahatme (ಶನೀಶ್ವರ ಮಹಾತ್ಮೆŚanīśvara mahātme),Kempraj Urs,"Kemparaj Urs, M. V. Rajamma, Pandari Bai, B. Jayamma, M. S. Subanna",,S. Rajam,1950,Kannada,Sandalwood
Shiva Parvathi (ಶಿವ ಪಾರ್ವತಿ),T. Janakiram,"Kemparaj Urs, Sumathi, Kashinath, Prathima Devi, Shantha",,B. Dayanidhi,1950,Kannada,Sandalwood
Jaganmohini (ಜಗನ್ಮೊಹಿನಿ),D. Shankar Singh,"Harini, Prathima Devi, Jayashri, Srinivasarao, Mahabalarao, Makeup Subanna",,P. Shyamanna,1951,Kannada,Sandalwood
Thilothamme (ತಿಲೋತ್ತಮೆ),R. M. Veerabadraiah,"Veerbadrappa, Jayashri, G. R. Saindo",,,1951,Kannada,Sandalwood
Sri Srinivasa Kalyana (ಶ್ರೀ ಶ್ರೀನಿವಾಸ ಕಲ್ಯಾಣ),D. Shankar Singh B. Vittalacharya,"Vimalananda Das, Prathima Devi, Rajkumar",,P. Shyamanna,1952,Kannada,Sandalwood
Chanchal Kumari (ಚಂಚಲ ಕುಮಾರಿ),D. Shankar Singh,"Indu Shekar, Prathima Devi, Rajendra Singh Babu",,P. Shyamanna,1953,Kannada,Sandalwood
Dalalli (ದಲ್ಲಾಳಿ),D. Shankar Singh,"Sampath, Subbanna, Harini, Balakrishna, Mahabalarao",,P. Shyamanna,1953,Kannada,Sandalwood
Jathaka Phala (ಜಾತಕ ಫಲ),R. Nagendra Rao,"Nagendra, Sarangapaani, T. K. Balachandran, Suryakala, Kamalabai",,R. Govardhanam,1953,Kannada,Sandalwood
Gunasagari (ಗುಣಸಾಗರಿ),H. L. N. Simha,"Honnappa Bhagavathar, Pandari Bai, Gubbi Veeranna, T. S. Balaiah, B. Jayamma, K. Kumari",,R. Sudharsanam,1953,Kannada,Sandalwood
Mangala Gowri (ಮಂಗಳ ಗೌರಿ),T. R. Sundaram,"Indu Shekar, Harini",,,1953,Kannada,Sandalwood
Srikrishna (ಶ್ರೀಕೃಷ್ಣ),C. V. Raju,"Kemparaj Urs, Marirai, Usha Bellar Lalitha, Rathnamala, Nagarathna",,,1953,Kannada,Sandalwood
Sowbhagya Lakshmi (ಸೌಭಾಗ್ಯ ಲಕ್ಷ್ಮಿ),B. Vittalacharya,"Harini, Indu Shekar, Balakrishna, M. N. Lakshmidevi",,Rajan–Nagendra,1953,Kannada,Sandalwood
Bedara Kannappa (ಬೇಡರ ಕಣ್ಣಪ್ಪ),H. L. N. Simha,"Rajkumar, Pandari Bai, Rajasulochana, G. V. Iyer, T. R. Narasimharaju, H. R. Shasthry",,R. Sudharsanam,1954,Kannada,Sandalwood
Devakannikaa (ದೇವಕನ್ನಿಕಾ),B. R. Rao,"Indu Shekar, Sowcar Janaki, Balakrishna",,,1954,Kannada,Sandalwood
Kanyadana (ಕನ್ಯಾದಾನ),B. Vittalacharya,"Harini, Balakrishna, Indushekar",,,1954,Kannada,Sandalwood
Jaladurga (ಜಲದುರ್ಗ),Kempraju Urs,"Kemparaj Urs, Krishnakumari, B. R. Panthulu, Jayalakshmi",,,1954,Kannada,Sandalwood
Madiddunnu Maharaya (ಮಾಡಿದುಣ್ಣು ಮಹರಾಯ),D. Shankar Singh,"Hunsur Krishnamurthy, Harini, Prathima, Revathi, Sampath",,,1954,Kannada,Sandalwood
Muttidella Chinna (ಮುಟ್ಟಿದ್ದೆಲ್ಲಾ ಚಿನ್ನ),D. Shankar Singh,"Balakrishna, Harini, Prathima Devi",,,1954,Kannada,Sandalwood
Natasekhara (ನಟಶೇಖರ),C. V. Raju,"Kalyan Kumar, Vidya, Sandhya, Jayasree, G. Goggu",,M. Venkataraju,1954,Kannada,Sandalwood
Rajalakshmi (ರಾಜಲಕ್ಷ್ಮಿ),B. Vittalacharya,"Sampath, Revathy",,,1954,Kannada,Sandalwood
Aadarshasathi (ಆದರ್ಶಸತಿ),Chitrapu Narayana Murthy,"R. Nagendra Rao, Jamuna, Sowcar Janaki, Mohan",,,1955,Kannada,Sandalwood
Aashadaboothi (ಆಷಾಢಭೂತಿ),D. Shankar Singh,"B. Saroja Devi, Sampath, Balakrishna",,,1955,Kannada,Sandalwood
Bhakta Mallikarjuna (ಭಕ್ತ ಮಲ್ಲಿಕಾರ್ಜುನ),C. V. Raju,"T. R. Narasimharaju, Pandari Bai, Amarnath, G. V. Iyer, Balakrishna",,C. N. Pandurangan,1955,Kannada,Sandalwood
Gandarva Kanya (ಗಂಧರ್ವ ಕನ್ಯ),D. Shankar Singh,"Rajasulochana, Revathi, Harini, Indushekar, Veerabadrappa, Rajendra Singh Babu",,P. Shyamanna,1955,Kannada,Sandalwood
Mahakavi Kalidasa (ಮಹಾಕವಿ ಕಾಳಿದಾಸ),K. R. Seetharama Sastry,"Honnappa Bhagavathar, G. V. Iyer, B. Saroja Devi, Raghavendra Rao, T. R. Narasimharaju",,C. Honnappa Bhagavathar,1955,Kannada,Sandalwood
Modala Thedi (ಮೊದಲ ತೇದಿ),P. Neelakantan,"B. R. Panthulu, M. V. Rajamma, M. Mahadavarao, Master Hirannaiah, C. Sadashivaiah, Sivaji Ganesan",,T. G. Lingappa,1955,Kannada,Sandalwood
Santhasakku (ಸಂತಸಕ್ಕು),Krishnan–Panju,"B. Hanumanthachar, Pandari Bai, Vimalanandadas, M. Prabhakar, Annapoorna",,G. Govindarajulu Naidu,1955,Kannada,Sandalwood
Shivasharane Nambiyakka (ಶಿವಶರಣೆ ನಂಬಿಯಕ್ಕ),D. Shankar Singh,"K. S. Ashwath, Prathima, Balakrishna, Babu",,P. Shyamanna,1955,Kannada,Sandalwood
Shivasharane Nambekka (ನಂಬೆಕ್ಕ)[1],P. Neelakantan,"M. V. Rajamma, B. R. Panthulu, Dikki Madhava Rao, Revathi",,T. G. Lingappa,1955,Kannada,Sandalwood
Sodari (ಸೋದರಿ),T. V. Singh Tagore,"Rajkumar, Pandari Bai, Jayasri, Raghavendrarao, G. V. Iyer, K. S. Ashwath, Sandhya, N. S. Krishnan, Kowshik, Vidya",,"H. R. Padmanabha Sasthri, G. K. Venkatesh, P. Srinivas Iyengar",1955,Kannada,Sandalwood
Srirama Pooja (ಶ್ರೀರಾಮ ಪೂಜ),B. R. Krishnamurthy,"Sandhya, B. Saroja Devi, Rajendra Krishna, B. K. Eshwarappa",,Vijaya Bhaskar,1955,Kannada,Sandalwood
Stree Rathna (ಸ್ತ್ರೀ ರತ್ನ),K. Subramaniyam,"K. S. Ashwath, Sandhya, N. S. Krishnan, Kowshik, Vidya",,Srinivas Iyengar,1955,Kannada,Sandalwood
Vichitra Prapancha (ವಿಚಿತ್ರ ಪ್ರಪಂಚ),Baalagajaber,"Harini, Vasudeva Girimaji, Indushekar, Shanthakumar, Soorat Ashwath",,S. Purshothaam,1955,Kannada,Sandalwood
Bhagyachakra (ಭಾಗ್ಯಚಕ್ರ),Y. V. Rao,"Kalyan Kumar, Sowkar Janaki",,Vijaya Bhaskar,1956,Kannada,Sandalwood
Bhagyodaya (ಭಾಗ್ಯೋದಯ),P. V. Babu,"Udayakumar, Kowshik, T. R. Narasimharaju",,L. Malleshwara Rao,1956,Kannada,Sandalwood
Bhakta Markandeya (ಭಕ್ತ ಮಾರ್ಕಂಡೇಯ),B. S. Ranga,"R. Nagendra Rao, Nagaiah, Pushpavalli, T. R. Narasimharaju, Ramadevi, Padmini Priyadarshini",,Viswanathan–Ramamoorthy,1956,Kannada,Sandalwood
Bhakta Vijaya (ಭಕ್ತ ವಿಜಯ),Aaruru Pattabhi,"Rajkumar, Mynavathi, Pandari Bai",,Shyam-Aathmanath,1956,Kannada,Sandalwood
Daiva Sankalpa (ದೈವ ಸಂಕಲ್ಪ),M. B. Ganesh,"Udayakumar, Balakrishna, Master Hirannaiah, Rajakumari, H. P. Saroja, Lakshmidevi",,P. Shyamanna,1956,Kannada,Sandalwood
Hari Bhakta (ಹರಿ ಭಕ್ತ),T. V. Singh Tagore,"Rajkumar, Pandari Bai, Mynavathi, T. R. Narasimharaju, G. V. Iyer, H. R. Shastry",,G. K. Venkatesh,1956,Kannada,Sandalwood
Kacha Devayani (ಕಚ ದೇವಯಾನಿ),K. Subramaniyam,"K. S. Ashwath, B. Saroja Devi",,"Pandu, Meenakshi Subramanyam",1956,Kannada,Sandalwood
Kokilavaani (ಕೋಕಿಲ ವಾಣಿ),Natarajan,"K. S. Ashwath, B. Saroja Devi, Musurikrishnamurthy",,G. Ramanathan,1956,Kannada,Sandalwood
Mutthaide Bhagya (ಮುತ್ತೈದೆ ಭಾಗ್ಯ),B. Vittalacharya,"Hunsur Krishnamurthy, Kalyan Kumar, Mynavathi, Balakrishna, Master Hirannaiah, Revathi, Jayasri",,Rajan–Nagendra,1956,Kannada,Sandalwood
Ohileshwara (ಓಹಲೇಶ್ವರ),T. V. Singh Tagore,"Rajkumar, Kalyan Kumar, T. R. Narasimharaju, H. R. Shastri, Pandari Bai, Sriranjini, G. V. Iyer, Meenakshi",,G. K. Venkatesh,1956,Kannada,Sandalwood
Pancharathna (ಪಂಚರತ್ನ),"K. Vembu, KCK","Honnappa Bhagavathar, B. Saroja Devi, Balakrishna, T. R. Narasimharaju, Udayakumar",,C. Honnappa Bhagavathar,1956,Kannada,Sandalwood
Renuka Mahatme (ರೇಣುಕ ಮಹಾತ್ಮ),Y. R. Swamy,"R. Nagendra Rao, Pandari Bai, T. R. Narasimharaju",,H. R. Padmanabha Sashtri,1956,Kannada,Sandalwood
Sadaarame (ಸದಾರಮೆ)[2],K. R. Seetharama Sastry,"Gubbi Veeranna, T. R. Narasimharaju, Kalyan Kumar, Kowshik, G. V. Iyer, Balakrishna, Sowcar Janaki",,"R. Sudharsanam, R. Govardhanam",1956,Kannada,Sandalwood
Bettada Kalla (ಬೆಟ್ಟದ ಕಳ್ಳ),S. M. Sriramulu Naidu,"Kalyan Kumar, Mynavathi, R. Nagendra Rao, Uday Kumar, Ramadevi",,S. M. Subbaiah Naidu,1957,Kannada,Sandalwood
Chintamani (ಚಿಂತಾಮಣಿ),Kotnies,"K. S. Ashwath, B. Saroja Devi, T. R. Narasimharaju",,,1957,Kannada,Sandalwood
Mahiravana (ಮಹಿರಾವಣ),G. Nataraj,"R. Nagendra Rao, Kantharao, Balakrishna, Meenakshi",,,1957,Kannada,Sandalwood
Naladamayanthi (ನಳದಮಯಂತಿ),Kempraj Urs,"Kempraj Urs, Ganapathi Bhatt, P. Bhanumathi, T. R. Narasimharaju",,B. Gopalam,1957,Kannada,Sandalwood
Prabhulinga Leele (ಪ್ರಭುಲಿಂಗ ಲೀಲೆ),Sri. Manjunatha,"Prathima Devi, T. R. Narasimharaju, Harini, K. S. Ashwath",,P. Shyamanna,1957,Kannada,Sandalwood
Premada Putri (ಪ್ರೇಮದ ಪುತ್ರಿ),R. Nagendra Rao,"R. Nagendra Rao, Kalyan Kumar, Udaykumar, Sandhya, Sriranjini, Suryakala",,"H. R. Padmanabha Sasthri, Vijaya Bhaskar",1957,Kannada,Sandalwood
Rathnagiri Rahasya (ರತ್ನಗಿರಿ ರಹಸ್ಯ),B. R. Panthulu,"Udaykumar, Jamuna, T. R. Ramachandran, B. R. Panthulu, M. V. Rajamma",,T. G. Lingappa,1957,Kannada,Sandalwood
Rayara Sose (ರಾಯರ ಸೊಸೆ),"R. Ramamurthy, K. S. Murthy","Rajkumar, Pandari Bai, Kalyan Kumar, Mynavathi",,R. Dewakara,1957,Kannada,Sandalwood
Sati Nalaayini (ಸತಿ ನಳಾಯಿನಿ),T. R. S. Gopu,"Rajkumar, Pandari Bai",,,1957,Kannada,Sandalwood
Shukradese (ಶುಕ್ರದೆಸೆ),Aaruru Pattabhi,"Balakrishna, Adavaani, Lakshmidevi, Suryakala, Ramadevi",,T. A. Kalyanam,1957,Kannada,Sandalwood
Varadakshine (ವರದಕ್ಷಿಣೆ),Chandra Mohan,"Udaykumar, Suryakala, T. R. Narasimharaju",,P. Shyamanna,1957,Kannada,Sandalwood
Anna Thangi (ಅಣ್ಣ ತಂಗಿ),Ku. Ra. C. Shastri,"Rajkumar, B. Saroja Devi, Balakrishna, Eshwarappa, Jayamma, Vidhya, K. S. Ashwath, T. R. Narasimharaju",,,1958,Kannada,Sandalwood
Bhakta Prahlada (ಭಕ್ತ ಪ್ರಹ್ಲಾದ),"M. S. Subbiaha Naidu, H. S. Krishnaswamy","Subbiaha Naidu, Udaykumar, K. S. Ashwath, Master. Lokesh, Leelavathi, Lakshmi Bhai",,,1958,Kannada,Sandalwood
Bhookailasa (ಭೂಕೈಲಾಸ),K. Shankar,"Rajkumar, Kalyan Kumar, Jamuna, B. Saroja Devi, K. S. Ashwath",,"R. Sudharsanam, R. Govardhanam",1958,Kannada,Sandalwood
Mane Thumbida Hennu (ಮನೆ ತುಂಬಿದ ಹೆಣ್ಣು),B. V. Acharya,"Udaykumar, Advani Lakshmi Devi, Lalitha Rao, Balakrishna, T. R. Narasimharaju",,,1958,Kannada,Sandalwood
Mangalya Yoga (ಮಾಂಗಲ್ಯ ಯೋಗ),P. K. Lal,"Leelavathi, Balakrishna",,,1958,Kannada,Sandalwood
School Master (ಸ್ಕೂಲ್ ಮಾಸ್ಟರ್),B. R. Panthulu,"B. R. Panthulu, M. V. Rajamma, Udayakumar, Sowcar Janaki, B. Saroja Devi",,T. G. Lingappa,1958,Kannada,Sandalwood
Shree Krishna Gaarudi (ಕೃಷ್ಣ ಗಾರುಡಿ),Hunsur Krishnamurthy,"Rajkumar, Sidhia Swamy, Suryakala, Revathi, T. R. Narasimharaju",,,1958,Kannada,Sandalwood
"Abba Aa Hudugi (ಅಬ್ಬಾ, ಆ ಹುಡುಗಿ)",H. L. N. Simha,"Rajkumar, Pandari Bai, Mynavathi, Rajashankar, B. R. Panthulu, M. V. Rajamma, T. R. Narasimharaju",,,1959,Kannada,Sandalwood
Dharma Vijaya (ಧರ್ಮ ವಿಜಯ),N. Jaganath,"Rajkumar, Leelavathi, Harini, T. R. Narasimharaju, Varadappa",,,1959,Kannada,Sandalwood
Jagajyothi Basveshwara (ಜಗಜ್ಯೋತಿ ಬಸವೇಶ್ವರ),T. V. Singh Tagore,"Rajkumar, Honnappa Bhagavathar, Sandhya, B. Saroja Devi, Leelavathi, Balakrishna, Iyer",,,1959,Kannada,Sandalwood
Mahishasura Mardini (ಮಹಿಷಾಸುರ ಮರ್ಧಿನಿ),B. S. Ranga,"Rajkumar, Udaykumar, Sowcar Janaki, T. R. Narasimharaju, Sandhya, K. S. Ashwath, Ganapahti Bhat",,,1959,Kannada,Sandalwood
Manege Banda Mahalakshmi (ಮನೆಗೆ ಬಂದ ಮಹಾಲಕ್ಷ್ಮಿ),"B. V. Acharya, Govindhiah","Kalyan Kumar, Revathi, K. S. Ashwath",,,1959,Kannada,Sandalwood
Mangala Suthra (ಮಂಗಳ ಸೂತ್ರ),Chandra Mohan,"Surya Kala, Balakrishna, Advani Lakshmidevi, Prathima Bhagwan",,,1959,Kannada,Sandalwood
Shivalinga Sakshi (ಶಿವಲಿಂಗ ಸಾಕ್ಷಿ) |,D. Shankar Singh,"K. S. Ashwath, Prathima, Udayakumar",,,1960,Kannada,Sandalwood
Ranadheera Kanteerava (ರಣಧೀರ ಕಂಠೀರವ),N. C. Rajan,"Rajkumar, Udaykumar, Leelavathi, Veerabhadrappa, Sandhya, Narasimharaju, Balakrishna, K. S. Ashwath, R. Nagendra Rao",,,1960,Kannada,Sandalwood
Rani Honnamma (ರಾಣಿ ಹೊನ್ನಮ್ಮ),K. R. Seetharama Sastry,"Rajkumar, Leelavathi, Lalitharao, Balakrishna, Narasimharaju, Shivajirao, G. V. Iyer",,,1960,Kannada,Sandalwood
Makkala Rajya (ಮಕ್ಕಳ ರಾಜ್ಯ),B.R.Panthulu,"Sivaji Ganesan, Balakrishna, M. V. Rajamma, Umesh, M.N Lakshmi Devi, Narasimharaju, B. R. Panthulu",,,1960,Kannada,Sandalwood
Aasha Sundari (ಆಶಾಸುಂದರಿ),Hunsur Krishnamurthy,"Rajkumar, Harini, Krishnakumari, Lakshmi Devi, Shivashankar, Narasimharaju",,,1960,Kannada,Sandalwood
Dashavathara (ದಶಾವತಾರ),P. G. Mohan,"Rajkumar, Udaya Kumar, Krishnakumari, Leelavathi, Narasimharaju",,,1960,Kannada,Sandalwood
Bhakta Kanakadasa (ಭಕ್ತ ಕನಕದಾಸ),Y. R. Swamy,"Rajkumar, Udaya Kumar, Krishnakumari, H.R. Shashtri, K. S. Ashwath",,,1960,Kannada,Sandalwood
Bhakta Chetha,M. B. Ganesh,"Rajkumar, Pratimadevi, Balakrishna",,,1961,Kannada,Sandalwood
Kaiwara Mahathme,T. V. Singh Thakur,"Rajkumar, Leelavathi, G. V. Iyer, Balakrishna, Narasimharaju",,,1961,Kannada,Sandalwood
Kantheredu Nodu,T. V. Singh,"Rajkumar, Leelavathi, Balakrishna",,,1961,Kannada,Sandalwood
Kittur Chennamma,B. R. Panthulu,"Rajkumar, B. Saroja Devi, Leelavathi",,,1961,Kannada,Sandalwood
Nagarjuna,Y. V. Rao,"Rajkumar, G. Varalakshmi, Harini, V. Nagayya, K. S. Ashwath, Narasimharaju",,,1961,Kannada,Sandalwood
Raja Satyavrata,D. Shankar Singh,"Udaya Kumar, Balakrishna, Dikki Madava Rao",,,1961,Kannada,Sandalwood
Shri Shaila Mahathme,Aaruru Pattabhi,"Rajkumar, Dikki Madava Rao, Sandhya",,,1961,Kannada,Sandalwood
Vijayanagarada Veeraputhra,R. Nagendra Rao,"R. Nagendra Rao, R. N. Sudarshan, B. Saroja Devi, Kalyan Kumar, Udaya Kumar, Sandhya, Balakrishna, Narasimharaju",,,1961,Kannada,Sandalwood
Bhoodana,G. V. Iyer,"Rajkumar, Kalyan Kumar, Leelavathi",,,1962,Kannada,Sandalwood
Daiva Leele,C. S. Krishna,"Kalyan Kumar, Balakrishna, Sowkar Janaki",,,1962,Kannada,Sandalwood
Devasundari,C. V. Raju,"Rajkumar, Kalyan Kumar, B. Sarojadevi",,,1962,Kannada,Sandalwood
Gaali Gopura,B. R. Panthulu,"Rajkumar, Kalyan Kumar, Narasimharaju, Leelavathi",,,1962,Kannada,Sandalwood
Karuneye Kutumbada Kannu,T. V. Singh,"Rajkumar, Rajaashankar, Leelavathi",,,1962,Kannada,Sandalwood
Mahathma Kabir,P. Srinivas,"Rajkumar, Krishnakumari, Paapamma",,,1962,Kannada,Sandalwood
Rathna Manjari,Hunsur Krishnamurthy,"Udaya Kumar, K. S. Ashwath, Sriranga",,,1962,Kannada,Sandalwood
Sri Dharmasthala Mahathme,D. Shankar Singh,"H. T. Aras, Dikki Madava Rao, Ramachandra Sastry",,,1962,Kannada,Sandalwood
Swarna Gowri,Y. R. Swamy,"Rajkumar, Satyanarayana, Rajashree",,,1962,Kannada,Sandalwood
Thayi Karulu,G. V. Iyer,"Kalyan Kumar, Udaya Kumar, M. V. Rajamma",,,1962,Kannada,Sandalwood
Thejaswini,H. L. N. Simha,"Rajkumar, Rajaashankar, Pandaribai",,,1962,Kannada,Sandalwood
Vidhi Vilasa,S. V. Mahesh,"Rajkumar, Leelavathi, Udaya Kumar",,,1962,Kannada,Sandalwood
Ananda Bashpa,R. Nagendra Rao,"R. N. Sudarshan, K. S. Ashwath, R. Nagendra Rao",,,1963,Kannada,Sandalwood
Bevu Bella,C. P. Jambulingam,"Rajaashankar, Leelavathi, H. R. Shastry",,,1963,Kannada,Sandalwood
Bangari,G. V. Iyer,"Kalyan Kumar, Vandana, K. S. Ashwath",,,1963,Kannada,Sandalwood
Chandra Kumaara,N. S. Verma,"Rajkumar, Udaya Kumar, G. V. Iyer",,,1963,Kannada,Sandalwood
Gowri,S.K.A,"Rajkumar, Sowkar Janaki, Bhagwan",,,1963,Kannada,Sandalwood
Jenu Goodu,Y. R. Swamy,"K. S. Ashwath, G. V. Shivraj, Jayanthi, Pandari Bai",,,1963,Kannada,Sandalwood
Jeevana Tharanga,Bangaararaju,"Rajkumar, Leelavathi, K. S. Ashwath",,,1963,Kannada,Sandalwood
Kalitharu Henne,N. C. Rajan,"Rajkumar, Leelavathi, Advani Lakshmi Devi",,,1963,Kannada,Sandalwood
Kanyarathna,J. D. Thotaan,"Rajkumar, Leelavathi, Raja Shankar",,,1963,Kannada,Sandalwood
Kulavadhu,T. V. Singh,"Rajkumar, Leelavathi, K. S. Ashwath",,,1963,Kannada,Sandalwood
Lawyer Magalu,G. V. Iyer,"Kalyan Kumar, Udaya Kumar, Vandana",,,1963,Kannada,Sandalwood
Malli Maduve,G. R. Naadan,"Rajkumar, Leelavathi, Udaya Kumar",,,1963,Kannada,Sandalwood
Mana Mecchida Madadi,K. R. Seetharama Sastry,"Rajkumar, Leelavathi, Udaya Kumar",,,1963,Kannada,Sandalwood
Nanda Deepa,M. R. Vittal,"Rajkumar, Udaya Kumar, Harini",,,1963,Kannada,Sandalwood
Paalige Bandadde Panchamrutha,M. B. Ganesh,"Dikki Madhava Rao, Pratimadevi, Saraswathi",,,1963,Kannada,Sandalwood
Saaku Magalu,B. R. Panthulu,"Rajkumar, Rajaashankar, Sowkar Janaki, Kalpana",,,1963,Kannada,Sandalwood
Santha Thukaram,Sundarrao Nadkarni,"Rajkumar, Udaya Kumar, Rajashree",,,1963,Kannada,Sandalwood
Sathi Shakthi,Kanagaal Prabhakara Shastry,"Rajkumar, M. V. Rajamma, Sahukar Janaki",,,1963,Kannada,Sandalwood
Sri Ramanjaneya Yuddha,M. S. Nayak,"Rajkumar, Udaya Kumar, Jayanti",,,1963,Kannada,Sandalwood
Valmiki,C. S. Rao,"Rajkumar, Leelavathi, Narasimharaju",,,1963,Kannada,Sandalwood
Veera Kesari,B. Vittalacharya,"Rajkumar, Leelavathi, M. N. Lakshmi Devi",,,1963,Kannada,Sandalwood
Amarashilpi Jakanachari,B. S. Ranga,"Kalyan Kumar, Rajaashankar, B. Saroja Devi",,,1964,Kannada,Sandalwood
Annapoorna,Aaruru Pattabhi,"K. S. Ashwath, Pandari Bai, Rajkumar, Mynavathi",,,1964,Kannada,Sandalwood
Chandavalliya Thota,T. V. Singh,"Rajkumar, Jayanthi, Udaya Kumar",,,1964,Kannada,Sandalwood
Chinnada Gombe,B. R. Panthulu,"B. R. Panthulu, M. V. Rajamma, Kalyan Kumar",,,1964,Kannada,Sandalwood
Kalaavati,T. V. Singh,"Udaya Kumar, G. V. Latha, Advani Lakshmi Devi",,,1964,Kannada,Sandalwood
Kavaleredu Kulavandu,T. V. Singh,"Udaya Kumar, Ramesh, Jayanthi",,,1964,Kannada,Sandalwood
Mane Aliya,S. K. A. Chari,"Kalyan Kumar, Jayalalitha, Narasimaraju",,,1964,Kannada,Sandalwood
Mangala Muhurta,M. R. Vittal,"Rajaashankar, K. S. Ashwath, Harini",,,1964,Kannada,Sandalwood
Muriyada Mane,Y. R. Swamy,"Rajkumar, Jayanthi, Indrani",,,1964,Kannada,Sandalwood
Naandi,N. Lakshminarayan,"Rajkumar, Harini, Kalpana",,,1964,Kannada,Sandalwood
Navajeevana,T. V. Singh,"K. S. Ashwath, Sudarshan, Narasimharaju",,,1964,Kannada,Sandalwood
Navakoti Narayana,S. K. A. Chari,"Rajkumar, Sowkar Janaki, Ramachandra Shastry",,,1964,Kannada,Sandalwood
