Title,Director,Cast,Genre,Music,year,language,industry
Satyaniki Sankellu,K. S. Prakash Rao,"Krishna, Vanisri",,,1974.0,Telugu,Tollywood
Tatamma Kala,N. T. Rama Rao,"N. T. Rama Rao, P. Bhanumathi",Drama,,1974.0,Telugu,Tollywood
Thulambaram,Pendyala Naganjeneyulu,"Chalam, Sharada",,,1974.0,Telugu,Tollywood
Urvasi,K. Bapayya,"Sanjeev Kumar, Sharada",,,1974.0,Telugu,Tollywood
Uthama Illalu,P. Sambasiva Rao,"Krishna, Chandrakala",,,1974.0,Telugu,Tollywood
Aadhani Adrustam,,Chalam,,,1975.0,Telugu,Tollywood
Abhimanavathi,Doondi,"Krishna, Vanisri",Drama,,1975.0,Telugu,Tollywood
Ammayila Sapatham,G. V. R. Seshagiri Rao,"Ramakrishna, Chandra Mohan, Chandrakala, Lakshmi",Comedy,,1975.0,Telugu,Tollywood
Ammayilu Jagratha,P. Sambasiva Rao,"Sujatha, Prabha, Uma Devi",,,1975.0,Telugu,Tollywood
Andaru Manchivare,S. S. Balan,"Sobhan Babu, Manjula",Drama,,1975.0,Telugu,Tollywood
Annadammula Anubandham,S. D. Lal,"N. T. Rama Rao, Latha",Action,,1975.0,Telugu,Tollywood
Annadammula Katha,,"Chandramohan, Chandrakala, Prabha",Comedy,,1975.0,Telugu,Tollywood
Anuragalu,K. S. Rami Reddy,"Sridevi, ""Master"" Natraj, Ravikant",,,1975.0,Telugu,Tollywood
Babu,K. Raghavendra Rao,"Sobhan Babu, Vanisri, Lakshmi",Drama,,1975.0,Telugu,Tollywood
Balipeetam,Dasari Narayana Rao,"Sobhan Babu, Sharada",Drama,,1975.0,Telugu,Tollywood
Bhagasthulu,A. Bhimsingh,"Nagabhushanam, Jayanthi, Chandramohan, Jayasudha",Family,,1975.0,Telugu,Tollywood
Bharatamlo Oka Ammayi,Dasari Narayana Rao,"Murali Mohan, Jayachitra",,,1975.0,Telugu,Tollywood
Bharathi,Veeturi,"Krishnam Raju, S. V. Ranga Rao, Jamuna, Latha",Drama,,1975.0,Telugu,Tollywood
Bullemma Sapatham,,,,,1975.0,Telugu,Tollywood
Chaduvu Samskaram,Rajshri,"Kaikala Satyanarayana, Gummadi",Drama,,1975.0,Telugu,Tollywood
Challani Thalli,K. S. Rami Reddy,"Anjali Devi, S. V. Ranga Rao, Kantha Rao, Jayanthi",Drama,,1975.0,Telugu,Tollywood
Cheekati Velugulu,K. S. Prakash Rao,"Krishna, Vanisri, Padmapriya",Drama,,1975.0,Telugu,Tollywood
Chinninati Kalalu,K. Viswanath,"Krishnam Raju, Jayanthi",Drama,,1975.0,Telugu,Tollywood
Chittamma Chilakamma,,,,,1975.0,Telugu,Tollywood
Cinema Vaibhavam,P. Chandra Sekhar Reddy,"Gummadi, Savitri, Chandramohan, Jamuna",,,1975.0,Telugu,Tollywood
Devude Digivaste,Dasari Narayana Rao,"Ramakrishna, Jaya Prada",Fanatacy,,1975.0,Telugu,Tollywood
Devudu Chesina Pelli,T. Rama Rao,"Sobhan Babu, Sharada",,,1975.0,Telugu,Tollywood
Devudulanti Manishi,C. S. Rao,"Krishna, Manjula",,,1975.0,Telugu,Tollywood
Eduruleni Manishi,K. Bapayya,"N. T. Rama Rao, Vanisri",Drama,,1975.0,Telugu,Tollywood
Ee Kalam Dampathulu,D. Yoganand,Jamuna,,,1975.0,Telugu,Tollywood
Gajula Kishtayya,Adurthi Subba Rao,"Krishna, Zarina Wahab",Drama,,1975.0,Telugu,Tollywood
Gunavanthudu,Adurthi Subba Rao,"Sobhan Babu, Manjula",,,1975.0,Telugu,Tollywood
Jebu Donga,V. Madhusudhan Rao,"Sobhan Babu, Manjula",Drama,,1975.0,Telugu,Tollywood
Jeevana Jyothi,K. Viswanath,"Sobhan Babu, Vanisri",Drama,,1975.0,Telugu,Tollywood
Kathanayakuni Katha,D. Yoganand,"N. T. Rama Rao, Vanisri",Drama,,1975.0,Telugu,Tollywood
Kothakapuram,P. Chandra Sekhar Reddy,"Krishna, Bharathi",,,1975.0,Telugu,Tollywood
Lakshmana Rekha,N. Gopala Krishna,"Murali Mohan, Chandramohan, Jayasudha",Romance,,1975.0,Telugu,Tollywood
Maa Inti Devudu,B. V. Prasad,"Vijaya Lalitha, Phani",Mythology,,1975.0,Telugu,Tollywood
Maa Voori Ganga,K. S. R. Das,Lakshmi,Drama,,1975.0,Telugu,Tollywood
Mallela Manasulu,K. V. Nandana Rao,"S. V. Ranga Rao, Anjali Devi, Haranath, Vijaya Nirmala",Family,,1975.0,Telugu,Tollywood
Maya Maschindra,B. Mistri,"N. T. Rama Rao, Vanisri",Mythology,,1975.0,Telugu,Tollywood
Moguda? Pellama?,B. A. Subba Rao,"Krishnam Raju, Jamuna, Roja Ramani, Narasimha Raju, Gummadi",Drama,,1975.0,Telugu,Tollywood
Mutyala Muggu,Bapu,"Sreedhar, Sangeeta",Drama,,1975.0,Telugu,Tollywood
Naaku Swatantram Vachindi,Lakshmi Deepak,"Krishnam Raju, Gummadi, Sowkar Janaki, Jayaprada",Drama,,1975.0,Telugu,Tollywood
Pandati Samsaram,P. Chandra Sekhar Reddy,"Gummadi, Bhanumathi, Raja Babu",Family,,1975.0,Telugu,Tollywood
Parivartana,K. Hemambaradara Rao,"Krishnam Raju, Chandramohan, Lakshmi, Jamuna",Romance,,1975.0,Telugu,Tollywood
Pichodi Pelli,K. S. Rami Reddy,"Raja Babu, Vijaya Nirmala",Comedy,,1975.0,Telugu,Tollywood
Pooja,Murugan Kumaran,"G. Ramakrishna, Vanisri, Manjula, Savitri, Kanta Rao",Romantic musical film,,1975.0,Telugu,Tollywood
Puttinti Gowravam,P. Chandra Sekhar Reddy,"Krishnam Raju, Bharathi",Drama,,1975.0,Telugu,Tollywood
Raktha Sambandham,M. Mallikarjuna Rao,"Krishna, Manjula",Drama,,1975.0,Telugu,Tollywood
Ramayya Thandri,B. V. Prasad,"Jayanthi, Ranganath, Prabha",Family,,1975.0,Telugu,Tollywood
Ramuni Minchina Ramudu,M. S. Gopinath,"N. T. Rama Rao, Vanisri",Drama,,1975.0,Telugu,Tollywood
Samsaram,T. Prakash Rao,"N. T. Rama Rao, Jamuna",Drama,,1975.0,Telugu,Tollywood
Santhanam Soubhagyam,D. S. Prakash Rao,"Krishna, Vijaya Nirmala",,,1975.0,Telugu,Tollywood
Soubhagyavathi,P. Chandra Sekhar Reddy,"Krishna, Sharada",,,1975.0,Telugu,Tollywood
Sri Chamundeswari Mahima,Addala Narayana Rao,"B. Saroja Devi, Latha",Mythology,,1975.0,Telugu,Tollywood
Sri Ramanjaneya Yuddham,Bapu,"N. T. Rama Rao, B. Saroja Devi, Jayanthi, Rajasree",Mythology,,1975.0,Telugu,Tollywood
Swargam Narakam,Dasari Narayana Rao,"Annapoorna, Dasari Narayana Rao, Mohan Babu",,,1975.0,Telugu,Tollywood
Teerpu,U. Viswesvar Rao,"N. T. Rama Rao, Savitri",,,1975.0,Telugu,Tollywood
Thota Ramudu,B. V. Prasad,"Chalam, Manjula",Drama,,1975.0,Telugu,Tollywood
Vaikuntapali,K. Bapayya,"Chandramohan, Ranganath, Sharada",,,1975.0,Telugu,Tollywood
Vayasochina Pilla,Lakshmi Deepak,"Murali Mohan, Lakshmi",,,1975.0,Telugu,Tollywood
Yashoda Krishna,C. S. Rao,"S. V. Ranga Rao, Jamuna, Baby Sridevi",Mythology,,1975.0,Telugu,Tollywood
Zamindarugari Ammayi,Singeetham Srinivasa Rao,"Ranganath, Sharada",Social,,1975.0,Telugu,Tollywood
America Ammayi,Singeetam Srinivasa Rao,"Devayani, Ranganath",,,1976.0,Telugu,Tollywood
Aradhana,B. V. Prasad V. Madhusudhan Rao,"N. T. Rama Rao, Vanisri, Savithri, Saradha, Relangi Venkata Ramaiah",Romance,,1976.0,Telugu,Tollywood
Anthuleni Katha,K. Balachander,"Jaya Prada, Rajinikanth, Fatafat Jayalakshmi, Sripriya, Kamal Haasan",Drama,,1976.0,Telugu,Tollywood
Bangaru Manishi,A. Bhimsingh,"N. T. Rama Rao, Lakshmi",,,1976.0,Telugu,Tollywood
Bhakta Kannappa,Bapu,"Krishnam Raju, Vanisri",,,1976.0,Telugu,Tollywood
Iddaru Iddare,V. Madhusudhan Rao,"Sobhan Babu, Krishnam Raju, Manjula, Chandrakala",Drama,,1976.0,Telugu,Tollywood
Jyothi,K. Raghavendra Rao,"Murali Mohan, Jayasudha, Gummadi, Chaya Devi, Giribabu, Rao Gopala Rao, J. V. Somayajulu, Krishna Kumari, Shubha",,,1976.0,Telugu,Tollywood
Maa Daivam,S. S. Balan,"N. T. Rama Rao, Jayachitra",,,1976.0,Telugu,Tollywood
Mahakavi Kshetrayya,C. S. Rao,"Akkineni Nageswara Rao, Anjali Devi, Manjula, Kanchana, Prabha, Rao Gopal Rao, Raja Babu, Jayasudha, M. Prabhakar Reddy",Biographical fim,,1976.0,Telugu,Tollywood
Magaadu,S. D. Lal,"N. T. Rama Rao, Ramakrishna, Manjula Vijayakumar, Latha Sethupathi",,,1976.0,Telugu,Tollywood
Mahatmudu,M. S. Gopinath,"ANR, Sharada",,,1976.0,Telugu,Tollywood
Manchiki Maro Peru,C. S. Rao,"Krishnam Raju, Padmapriya",,,1976.0,Telugu,Tollywood
Manushulanta Okkate,Dasari Narayana Rao,"N. T. Rama Rao, Jamuna, Allu Ramalingaiah, Rama Prabha",Action,,1976.0,Telugu,Tollywood
Monagadu,T. Krishna,"Sobhan Babu, Manjula, Jayasudha, Rao Gopal Rao",Romance,,1976.0,Telugu,Tollywood
Muthyala Pallaki,Dasari Narayana Rao,"Jayasudha, Narayana Rao, Pandari Bai",Drama,,1976.0,Telugu,Tollywood
Naa Pere Bhagavan,S. D. Lal,"Ramakrishna, Manjula, Jayamalini",,,1976.0,Telugu,Tollywood
Neram Nadi Kadu Akalidi,S. D. Lal,"N. T. Rama Rao, Manjula Vijayakumar",,,1976.0,Telugu,Tollywood
Oorummadi Brathukulu,B. S. Narayana,"Rallapalli, Madhavi",,,1976.0,Telugu,Tollywood
Pichi Maaraju,V. B. Rajendra Prasad,"Sobhan Babu, Manjula, Anjali Devi, Rao Gopal Rao",,,1976.0,Telugu,Tollywood
Pogarubothu,T. Prakash Rao,"Sobhan Babu, Vanisree, Nirmalamma",Action,,1976.0,Telugu,Tollywood
Prema Bandham,K. Viswanath,"Sobhan Babu, Vanisree, Jaya Prada",Romance,,1976.0,Telugu,Tollywood
Raju Vedale,T. Rama Rao,"Sobhan Babu, Jayasudha",,,1976.0,Telugu,Tollywood
Secretary,K. S. Prakash Rao,"Akkineni Nageswara Rao, Vanisree, Chandra Mohan, Jayasudha",Drama,,1976.0,Telugu,Tollywood
Siri Siri Muvva,K. Viswanath,"Jaya Prada, Chandra Mohan",,,1976.0,Telugu,Tollywood
Sita Kalyanam,Bapu,"Ravi Kumar, Jaya Prada, Gummadi, Dhulipala, Mikkilineni, Kaikala Satyanarayana, Mukkamala, Jamuna, Hemalatha",Drama,,1976.0,Telugu,Tollywood
Soggadu,K. Bapaiah,"Sobhan Babu, Jayasudha, Jayachitra",Drama,,1976.0,Telugu,Tollywood
Thoorpu Padamara,Dasari Narayana Rao,"Narasimha Raju, Srividya, Madhavi","Romance, Drama",,1976.0,Telugu,Tollywood
Vemulawada Bheemakavi,D. Yoganand,"NTR, Nandamuri Balakrishna",,,1976.0,Telugu,Tollywood
Vintha Illu Santha Gola,Kosaraju Raghavaiah,"Chandra Mohan, Sarath Babu, Prabha, Jayamalini, Rama Prabha, Lakshmi Deepak",Drama,,1976.0,Telugu,Tollywood
Yavvanam Katesindi,Dasari Narayana Rao,"Krishnam Raju, Jayachitra, Murali Mohan",Drama,,1976.0,Telugu,Tollywood
Aalu Magalu,Tatineni Rama Rao,"Akkineni Nageswara Rao, Vanisri",Drama,,1977.0,Telugu,Tollywood
Aame Katha,K. Raghavendra Rao,"Jayasudha, Rajinikanth",,,1977.0,Telugu,Tollywood
Aatmiyudu,Tatineni Rama Rao,"Akkineni Nageswara Rao, Jayachitra",,,1977.0,Telugu,Tollywood
Adavi Ramudu,K. Raghavendra Rao,"N. T. Rama Rao, Jaya Prada, Jayasudha",Drama,,1977.0,Telugu,Tollywood
Amara Deepam,K. Raghavendra Rao,"Krishnam Raju, Jayasudha, Muralimohan, Kaikala Satyanarayana, Jayamalini",Drama,,1977.0,Telugu,Tollywood
Bangaru Bommalu,V. B. Rajendra Prasad,"Akkineni Nageswara Rao, Manjula",,,1977.0,Telugu,Tollywood
Bhale Alludu,P. Chandrasekhara Reddy,"Mohan Babu, Krishnam Raju, Saradha, Padmapriya",Drama,,1977.0,Telugu,Tollywood
Chakradhari,V. Madhusudhan Rao,"Akkineni Nageswara Rao, Vanisri",,,1977.0,Telugu,Tollywood
Chanakya Chandragupta,N. T. Rama Rao,"Akkineni Nageswara Rao, N. T. Rama Rao, Sivaji Ganesan, Jaya Prada, Manjula, S. Varalakshmi",Historical,,1977.0,Telugu,Tollywood
Chilakamma Cheppindi,Eranki Sharma,"Rajinikanth, Sangeeta, Sripriya",,,1977.0,Telugu,Tollywood
Chillarakottu Chittemma,Dasari Narayana Rao,"Murali Mohan, Jayachitra, Gokina Rama Rao",Drama,,1977.0,Telugu,Tollywood
Daana Veera Soora Karna,N. T. Rama Rao,"N. T. Rama Rao, Sharada, Nandamuri Harikrishna, Nandamuri Balakrishna",Mythological,,1977.0,Telugu,Tollywood
Devathalara Deevinchandi,Kommineni Seshagiri Rao,"Ranganath, Chandra Mohan, Prabha, Jayamalini",Drama,,1977.0,Telugu,Tollywood
Edureeta,V. Madhusudhan Rao,"N. T. Rama Rao, Vanisri",,,1977.0,Telugu,Tollywood
Eetharam Manishi,V. Madhusudhan Rao,"Sobhan Babu, Lakshmi, Jaya Prada",Drama,,1977.0,Telugu,Tollywood
Gadusu Pillodu,K. Bapayya,"Sobhan Babu, Jamuna, Manjula, Prabhakar Reddy, Devika",Action,,1977.0,Telugu,Tollywood
Jeevana Teeralu,G. C. Sekhar,"Krishnam Raju, Vanisri, Jayasudha",,,1977.0,Telugu,Tollywood
Jeevitha Nouka,K. Viswanath,"Sobhan Babu, Jayasudha, Jaya Prada",Drama,,1977.0,Telugu,Tollywood
Kalpanaa,K. Raghavendra Rao,"Murali Mohan, Jayachitra, Gummadi, Allu Ramalingaiah",Drama,,1977.0,Telugu,Tollywood
Kanya Kumari,Dasari Narayana Rao,"Narasimharaju, Srividya, Jayamalini",Drama,,1977.0,Telugu,Tollywood
Khaidi Kalidasu,C. Subrahmanyam,"Sobhan Babu, Mohan Babu, Deepa",Action,,1977.0,Telugu,Tollywood
Kurukshetram,Kamalakara Kameswara Rao,"Krishna, Sobhan Babu, Krishnam Raju",Mythological,,1977.0,Telugu,Tollywood
Maa Iddari Katha,Nandamuri Ramesh,"N. T. Rama Rao, Manjula Vijayakumar, Jaya Prada, Pandari Bai",Action drama,,1977.0,Telugu,Tollywood
Panthulamma,Singeetham Srinivasa Rao,"Lakshmi, Ranganath, Sarath Babu, Deepa",Drama,,1977.0,Telugu,Tollywood
Premalekhalu,K. Raghavendra Rao,"Ananth Nag, Jayasudha, Deepa, Murali Mohan, Allu Ramalingaiah",Drama,,1977.0,Telugu,Tollywood
Raja Ramesh,V. Madhusudhan Rao,"ANR, Vanisri",,,1977.0,Telugu,Tollywood
Seetha Rama Vanavasam,Kamalakara Kameshwara Rao,"K. S. Ravikumar, Kaikala Satyanarayana, Jaya Prada, B. Saroja Devi, Anjali Devi, Gummadi",Mythology,,1977.0,Telugu,Tollywood
Sneham,Bapu,"Saikumar Pudipeddi, Roja Krishna, Rajendra Prasad",Drama,,1977.0,Telugu,Tollywood
Tharam Marindi,Singeetam Srinivasa Rao,"Sridhar, G. S. R. Murthy, Dasarathi",Drama,,1977.0,Telugu,Tollywood
Tholireyi Gadichindi,K. S. Rami Reddy,"Murali Mohan, Rajinikanth, Jayachitra",,,1977.0,Telugu,Tollywood
Yamagola,Tatineni Rama Rao,"N. T. Rama Rao, Jaya Prada, Kaikala Satyanarayana, Rao Gopal Rao",Fantasy and comedy,,1977.0,Telugu,Tollywood
Agent Gopi,K. S. R. Das,"Krishna, Jaya Prada, Kaikala Satyanarayana, M. Prabhakar Reddy",Spy/ Action,,1978.0,Telugu,Tollywood
Angadi Bomma,V. Madhusudhan Rao,"Narasimharaju, Anjali Devi, Seema, G. V. Narayana Rao",Drama,,1978.0,Telugu,Tollywood
Annadammula Savaal,K. S. R. Das,"Krishna, Rajinikanth, Jayachitra, Chandrakala",Drama,,1978.0,Telugu,Tollywood
Athani Kante Ghanudu,,,,,1978.0,Telugu,Tollywood
Bommarillu,Rajachandra,"Murali Mohan, Mohan Babu, Sreedhar, Jayanthi, Eswara Rao",Drama,,1978.0,Telugu,Tollywood
Chal Mohana Ranga,B. Bhaskar,"Krishna, Mohan Babu, M. Prabhakar Reddy, Sowkar Janaki, Deepa",Action,,1978.0,Telugu,Tollywood
Chali Cheemalu,Devadas Kanakala,"Nutan Prasad, Rallapalli",,,1978.0,Telugu,Tollywood
Cheppindi Chestha,M. S. Gopinath,"Krishna, Jayachitra, Latha",Drama,,1978.0,Telugu,Tollywood
Chilipi Krishnudu,B. Subba Rao,"Akkineni Nageswara Rao, Vanisree",Romance,,1978.0,Telugu,Tollywood
Chiranjeevi Rambabu,Tatineni Prakash Rao,"Ranganath, Manjula, Jamuna",Drama,,1978.0,Telugu,Tollywood
Devadasu Malli Puttadu,Dasari Narayana Rao,"Akkineni Nageswara Rao, Vanisree, Jaya Prada, Gummadi",Romance,,1978.0,Telugu,Tollywood
Dongala Dopidi,M. Mallikarjuna Rao,"Krishna, Mohan Babu, Sreedhar, Giribabu, Kanchana",Comedy action,,1978.0,Telugu,Tollywood
Dongala Veta,K. S. R. Das,"Krishna, Jaya Prada, Jaggayya, Pandari Bai",Action,,1978.0,Telugu,Tollywood
Doo Doo Basavanna,B. V. Prasad,"Chalam, Deepa",Comedy,,1978.0,Telugu,Tollywood
Enki Naidu Bava,B. Subba Rao,"Sobhan Babu, Mohan Babu, Jayasudha, Jaya Prada",Drama,,1978.0,Telugu,Tollywood
Gamattu Gudachari,Singeetham Srinivasa Rao,Ranganath,Comedy,,1978.0,Telugu,Tollywood
Gorantha Deepam,Bapu,"Mohan Babu, Vanisri",,,1978.0,Telugu,Tollywood
Indradhanassu,K. Bapayya,"Krishna, Saradha",Romance,,1978.0,Telugu,Tollywood
Jaganmohini,B. Vittalacharya,"Jayamalini, Narasimha Raju, Dhulipala, Prabha, Sarathi",Fantasy drama,,1978.0,Telugu,Tollywood
Kalanthakulu,K. Viswanath,"Sobhan Babu, Jayasudha, Rao Gopal Rao, Kaikala Satyanarayana",Comedy,,1978.0,Telugu,Tollywood
Karunamayudu,A. Bhimsingh,"Vijayachander, Jaggayya",,,1978.0,Telugu,Tollywood
Katakataala Rudraiah,Dasari Narayana Rao,"Krishnam Raju, Jayasudha, Jayachitra, Satyanarayana Kaikala, Rao Gopal Rao",Action,,1978.0,Telugu,Tollywood
KD No:1,K. Raghavendra Rao,"N. T. Rama Rao, Jayasudha, Anjali Devi",Action,,1978.0,Telugu,Tollywood
Khaidi No. 77,V. Hanuman Prasad,"Murali Mohan, Deepa, Eeshwara Rao",Action,,1978.0,Telugu,Tollywood
Kondura,Shyam Benegal,"Ananth Nag, Vanisri",,,1978.0,Telugu,Tollywood
Kumara Raja,P. Sambasiva Rao,"Krishna, Jaya Prada, Mohan Babu",Drama,,1978.0,Telugu,Tollywood
Lawyer Viswanath,S. D. Lal,"N. T. Rama Rao, Jayasudha",,,1978.0,Telugu,Tollywood
Mallepoovu,V. Madhusudhan Rao,"Sobhan Babu, Lakshmi, Jayasudha, Rao Gopal Rao",Romance,,1978.0,Telugu,Tollywood
Mana Voori Pandavulu,Bapu,"Chiranjeevi, Krishnam Raju, Murali Mohan, Geetha, Rao Gopal Rao",Action,,1978.0,Telugu,Tollywood
Manchi Babai,T. Krishna,"Sobhan Babu, Jayachitra, Jayasudha",Drama,,1978.0,Telugu,Tollywood
Maro Charitra,K. Balachander,"Kamal Haasan, Saritha, Sarath Babu, Madhavi",Romance,,1978.0,Telugu,Tollywood
Melu Kolupu,B. V. Prasad,"N. T. Rama Rao, Jaya Prada, K. R. Vijaya, Kaikala Satyanarayana",Drama,,1978.0,Telugu,Tollywood
Muggure Mugguru,S. D. Lal,"Krishna, Mohan Babu, Jayachitra, Jayamalini",Drama,,1978.0,Telugu,Tollywood
Naalaaga Endaro,Eeranki Sharma,"Hemasundar, Janaki, Lakshmi Kanth, P. L. Narayana",Drama,,1978.0,Telugu,Tollywood
Nayudu Bava,P. Chandrashekara Reddy,"Sobhan Babu, Jaya Prada, Jayasudha",Romance,,1978.0,Telugu,Tollywood
Nindu Manishi,S. D. Lal,"Sobhan Babu, Jayachitra, Deepa, Chalam, Kaikala Satyanarayana",Drama,,1978.0,Telugu,Tollywood
Oka Oori Katha,Mrinal Sen,"Mamata Shankar, M. V. Vasudeva Rao, G. V. Narayana Rao",Drama,,1978.0,Telugu,Tollywood
Padaharella Vayasu,K. Raghavendra Rao,"Sridevi, Chandra Mohan, Mohan Babu",Romance,,1978.0,Telugu,Tollywood
Patnavasam,P. Chandrashekar Reddy,"Krishna, Vijaya Nirmala",Drama,,1978.0,Telugu,Tollywood
Pottelu Punnamma,R. Thyagarajan,"Mohan Babu, Murali Mohan, Sripriya",Drama,,1978.0,Telugu,Tollywood
Pranam Khareedu,K. Vasu,"Jayasudha, Chandra Mohan, Chiranjeevi, Rao Gopal Rao, Madhavi",Action,,1978.0,Telugu,Tollywood
Prema Chesina Pelli,Vijaya Nirmala,"Chandra Mohan, Zarina Wahab, Ranganath, Pandari Bai",Romance,,1978.0,Telugu,Tollywood
Radha Krishna,V. Madhusudhan Rao,"Sobhan Babu, Jaya Prada",Romance,,1978.0,Telugu,Tollywood
Rajaputra Rahasyam,S. D. Lal,"N. T. Rama Rao, Jaya Prada",Fantasy/Adventure,,1978.0,Telugu,Tollywood
Rama Krishnulu,V. B. Rajendra Prasad,"Akkineni Nageswara Rao, N. T. Rama Rao, Jaya Prada, Jayasudha",Action drama,,1978.0,Telugu,Tollywood
Ramachilaka,Singeetham Srinivasa Rao,"Chandra Mohan, Vanisri, Ranganath, Fatafat Jayalakshmi",Romance,,1978.0,Telugu,Tollywood
Rickshaw Raji,D. S. Prakash Rao,"Jayachitra, Chandra Mohan, Roja Ramani",Drama,,1978.0,Telugu,Tollywood
Rowdy Rangamma,Vijaya Nirmala,"Vijaya Nirmala, Savitri, Chandra Mohan",Drama,,1978.0,Telugu,Tollywood
Sahasavanthudu,K. Bapaiah,"N. T. Rama Rao, Vanisri, Pandari Bai, Gummadi",Action,,1978.0,Telugu,Tollywood
Sati Savitri,B. Subba Rao,"N. T. Rama Rao, Krishnam Raju, Vanisri",Mythology,,1978.0,Telugu,Tollywood
Seetamalakshmi,K. Viswanath,"Chandra Mohan, Talluri Rameshwari, Sreedhar, Tulasi",Drama,,1978.0,Telugu,Tollywood
Simha Baludu,K. Raghavendra Rao,"N. T. Rama Rao, Vanisri, Jayamalini",Action,,1978.0,Telugu,Tollywood
Simha Garjana,Kommineni,"Krishna, Anjali Devi, Latha, Mohan Babu",Action,,1978.0,Telugu,Tollywood
Sivaranjani,Dasari Narayana Rao,"Jayasudha, Mohan Babu, Murali Mohan, Allu Ramalingaiah",Drama,,1978.0,Telugu,Tollywood
Sommokadidi Sokokadidi,Singeetam Srinivasa Rao,"Kamal Haasan, Jayasudha, Roja Ramani",,,1978.0,Telugu,Tollywood
Sri Rama Pattabhishekam,N. T. Rama Rao,"N. T. Rama Rao, Jamuna, Sangeeta, Kanchana, M. Prabhakar Reddy",Mythological,,1978.0,Telugu,Tollywood
Sri Rama Raksha,Tatineni Rama Rao,"Akkineni Nageswara Rao, Vanisri, Jayasudha, Jaggayya, Giribabu",Drama,,1978.0,Telugu,Tollywood
Sri Renukadevi Mahatyam,C. S. Rao,"B. Saroja Devi, Gummadi, Anjali Devi",Devotional,,1978.0,Telugu,Tollywood
Surya Chandrulu,V. C. Guhanathan,"Chandra Mohan, Vijaya Nirmala",Drama,,1978.0,Telugu,Tollywood
Vayasu Pilichindi,C. V. Sridhar,"Kamal Haasan, Rajinikanth, Sripriya, Jayachitra",Romance,,1978.0,Telugu,Tollywood
Vichitra Jeevitham,V. Madhusudhan Rao,"Akkineni Nageswara Rao, Vanisri",,,1978.0,Telugu,Tollywood
Yuga Purushudu,K. Bapayya,"N. T. Rama Rao, Jaya Prada",Action,,1978.0,Telugu,Tollywood
Akbar Salim Anarkali,N. T. Rama Rao,"N. T. Rama Rao, Nandamuri Balakrishna, Deepa, Jamuna",Mythological,C. Ramchandra,1979.0,Telugu,Tollywood
Andadu Aagadu,S. D. Lal,"Krishnam Raju, Latha Sethupathi",Spy Thriller,Chellapilla Satyam,1979.0,Telugu,Tollywood
Andamaina Anubhavam,K. Balachandar,"Rajinikanth, Kamal Haasan, Jaya Prada, Jayasudha",Romance. Comedy,Rajan–Nagendra,1979.0,Telugu,Tollywood
Andaman Ammayi,V. Madhusudhan Rao,"Akkineni Nageswara Rao, Vanisri",Drama,K. V. Mahadevan,1979.0,Telugu,Tollywood
Amma Evarikaina Amma,R. Thyagarajan,Rajinikanth,Adventure,Ilaiyaraaja,1979.0,Telugu,Tollywood
Bangaru Chellelu,B. Subba Rao,"Sobhan Babu, Jayasudha, Sridevi, Murali Mohan",,K. V. Mahadevan,1979.0,Telugu,Tollywood
Burripalem Bullodu,Bheeram Mastan Rao,"Krishna, Sridevi, Pandari Bai",,Chakravarthy,1979.0,Telugu,Tollywood
Dharma Yuddham,R. C. Sakthi,"Rajinikanth, Sridevi",Crime Drama,Ilaiyaraaja,1979.0,Telugu,Tollywood
Driver Ramudu,K. Raghavendra Rao,"N. T. Rama Rao, Jayasudha, Kaikala Satyanarayana, Jayamalini",Action,Chakravarthy,1979.0,Telugu,Tollywood
Gorintaku,Dasari Narayana Rao,"Shoban Babu, Sujatha","Romance, Drama",K. V. Mahadevan,1979.0,Telugu,Tollywood
Guppedu Manasu,K. Balachandar,"Sarath Babu, Saritha, Sujatha",Drama,M. S. Viswanathan,1979.0,Telugu,Tollywood
Hema Hemeelu,Vijaya Nirmala,"ANR, Krishna, Vijaya Nirmala",Action,Ramesh Naidu,1979.0,Telugu,Tollywood
I Love You,Vayu Nandana Rao,"Chiranjeevi, Suvarna, Prasad Babu",Drama,Satyam,1979.0,Telugu,Tollywood
Iddaru Asadhyule,K. S. R. Das,"Krishna, Rajinikanth, Madhavi, Geetha",Action,Chellapilla Satyam,1979.0,Telugu,Tollywood
Idi Katha Kaadu,K. Balachandar,"Kamal Haasan, Jayasudha, Saritha, Chiranjeevi, Sarath Babu, Rama Prabha",Drama,M. S. Viswanathan,1979.0,Telugu,Tollywood
Judagadu,V. Madhusudhan Rao,"Sobhan Babu, Jayasudha",Action,Chakravarthy,1979.0,Telugu,Tollywood
Kalyani,Dasari Narayana Rao,"Jayasudha, Murali Mohan, Mohan Babu",Drama,Ramesh Naidu,1979.0,Telugu,Tollywood
Kaliyuga Mahabharatam,V. Hanuman Prasad,"Narasimha Raju, Madhavi, Nutan Prasad",,Satyam,1979.0,Telugu,Tollywood
Karthika Deepam,Lakshmi Deepak,"Sobhan Babu, Sridevi, Saradha, Geetha, Leelavathi",,Satyam,1979.0,Telugu,Tollywood
Korikale Gurralaite,Dasari Narayana Rao,"Murali Mohan, Chandra Mohan, Fatafat Jayalakshmi, Prabha",,Satyam,1979.0,Telugu,Tollywood
Kothala Raayudu,K. Vasu,"Chiranjeevi, Madhavi",Drama,J. V. Raghavulu,1979.0,Telugu,Tollywood
