Title,Director,Cast,Genre,Music,year,language,industry
Kalidas,H. M. Reddy,"T. P. Rajalakshmi, P. G. Venkatesan, L. V. Prasad",Biographical,,1931.0,Telugu,Tollywood
Bhakta Prahlada,H. M. Reddy,"Venkata Subbaiah Municipalle, Surabhi Kamalabai, 'Master' Krishna, L. V. Prasad",Devotional,,1932.0,Telugu,Tollywood
Rama Paduka Pattabhishekam,Sarvottam Badami,"C. S. R. Anjaneyulu, Surabhi Kamalabai, Yadavalli Suryanarayana",Devotional,,1932.0,Telugu,Tollywood
Shakuntala,Sarvottam Badami,"Yadavalli Suryanarayana, Surabhi Kamalabai",Mythology,,1932.0,Telugu,Tollywood
Chintamani or Bilvamangal,Sadasiva Rao Kallakoori,"Master Baburao, Bhadracharyulu, Pulipati Venkateswarulu, P Ramatilakam, Parvatibai etc.",Devotional,,1933.0,Telugu,Tollywood
Prithvi Putra 2 playlet's Parijathaparanam Narakasura Vadha,Potina Srinivasa Rao,"Parepalli Satyannarayana, K. Raghuramaiah, Surabhi Kamalabai",Devotional,,1933.0,Telugu,Tollywood
Prajvala Alapana,Sadasiva Rao,,,,1933.0,Telugu,Tollywood
Ramadasu,"C. Pullaiah, Ghantasala Radhakrishnaiah","Ghantasala Balaramayya, C. S. R. Anjaneyulu, Satyanarayana Aarani, Rama Thilakam",Devotional,,1933.0,Telugu,Tollywood
Sati Savitri,C. Pullaiah,"Nidumukkala Subba Rao, Rama Thilakam, Vemuri Gaggaiah, Parupalli Satyannarayana",Devotional,,1933.0,Telugu,Tollywood
Sathi Savitri,H. M. Reddy,"Kanthamani, V.V. Subba Rao, K.L. Kantham, Hem Singh",Devotional,,1933.0,Telugu,Tollywood
Athulya Sahavasam andi,Pullaya,,,,1934.0,Telugu,Tollywood
Ahalya,K. Rangarao,,,,1934.0,Telugu,Tollywood
Lava Kusa,C. Pullaiah,"Parupalli Subba Rao, Sriranjani, 'Master' Bhimarao, 'Master' Malleshwara Rao, Parupalli Satyannarayana",Devotional,,1934.0,Telugu,Tollywood
Sita Kalyanam,C. Narasimha Rao,"Madhavapeddi Venkatramaiah, Master Kalyani, Bezawada Rajarathnam, P. Rama Thilakam, Nageswara Rao, Lanka Krishnamurthy",Devotional,,1934.0,Telugu,Tollywood
Bhakta Kuchela,K. Sadasivarao,"K. Raghuramaiah, Pulipaka Venkatappaiah, D. S. Prakasarao, Kakinada Rajaratnam, Saraswati, Samrajyam, Sundaram",Devotional,,1935.0,Telugu,Tollywood
Harishchandra,T. A. Raman,"Adhanki Srirama Murthy, P. Kannamba, 'Master' Bhimarao, Pulipati Venkateswarulu, Akulu Narasimha Rao",Devotional,,1935.0,Telugu,Tollywood
Sati Anasuya,Ahin Chowdhary,"Dasari Kotaratnam, Tungala Chalapati",Devotional,,1935.0,Telugu,Tollywood
Sati Sakkubai,Charu Rai,"Tungala Chalapati Rao, Dasari Kotiratnam, Suravarapu Venkateswarulu, Dasari Anjani Bai",Devotional,,1935.0,Telugu,Tollywood
Sri Krishna Leelalu,C. Narasimha Rao,"S. Rajeswara Rao, Parepalli Subba Rao, Sriranjani, Vemuri Gaggaiah, P. Rama Thilakam, Parepalli Satyanarayana, C. Lakshmi Rajyam",,,1935.0,Telugu,Tollywood
Sri Krishna Tulabharam,C. Pullaiah,"Ramanatha Sastri Kapilavayi, Rushyendramani, Kanchanamala, C. Lakshmi Rajyam, Relangi Venkata Ramaiah",Devotional,,1935.0,Telugu,Tollywood
Rani Premalata,,,,,1935.0,Telugu,Tollywood
Dhruva (Also Known as Dhruva Vijayamu),C. Pullaiah,"C. Narayanaswamy, T. Venkateswarulu, M. Hemalata, Sitaram, M. Rangachari, A. Narasimha Rao, Lalitha",Mythology,,1936.0,Telugu,Tollywood
Draupadi Maanasamrakshana,N. Jaganatha Swamy,"Bellary Raghava, Surabhi Kamalabai, Parepalli Subba Rao, Banda Kanakalingeswararao, V. V. Subba Rao, B. Chalapathi Rao, K. Sivarama Krishnayya",Mythology,,1936.0,Telugu,Tollywood
Draupadi Vastrapaharanam,H. Vishwanath Babu,"Yadavalli Suryanarayana, P. Kannamba, C. S. R. Anjaneyulu, N. Nagaraja Rao, Lanka Krishna Murthy, Vemuri Gaggaiah, Dommeti Suryanarayana",Mythology,,1936.0,Telugu,Tollywood
Kabir,S. Rangaswamy,,,,1936.0,Telugu,Tollywood
Lanka Dahanam,K. Sadasivarao,K. Raghuramaiah,Mythology,,1936.0,Telugu,Tollywood
Mayabazar (Also Known as Sasirekha Parinayam),P. V. Das,"Yadavalli Nageswara Rao, Santha Kumari, S. P. Lakshmanaswamy, Sriranjani, Turlapati Anjaneyulu, Rami Reddy",Mythology,,1936.0,Telugu,Tollywood
Premavijayam,Krithiventi Nageshwara Rao,"Ranga Rao, P. S. Sharma, B. Rajalakshma, P. Rama Rao, C. Lakshmi Rajyam, K. Ranga Rao",,,1936.0,Telugu,Tollywood
Premilarjuneyam,,,,,1936.0,Telugu,Tollywood
Sampoorna Ramayanam,"I. Nagabhushana Rao, N. B. Narayana","B. Narayana Murthy, M. Narayana Rao, Pushpavalli, M. Suryanarayana",Devotional,,1936.0,Telugu,Tollywood
Sati Tulasi,C. Narasimha Rao,"Ghantasala Balaramayya, Vemuri Gaggaiah, Sriranjani",Mythology,,1936.0,Telugu,Tollywood
Sulochana,,,,,1936.0,Telugu,Tollywood
Veerabhimanyu,V. D. Ameen,"Kanchanamala, Pulipati Venkateswarlu, Mantravadi Venkatajogarao",Mythology,,1936.0,Telugu,Tollywood
Balayogini,K. Subrahmanyam,"Baby Saroja, Aarani Satyanarayana, Vangara, Kamala Kumari, P. Rama Thilakam, Baby S. Varalakshmi",Drama,,1937.0,Telugu,Tollywood
Dasavataramulu,K. V. Bhave,"Parepalli Subba Rao, Mandha Subbarao, Dronamraju Narasimharao, Tigela Venkateswarlu, Koderu Rajasodarulu, Dommiti Satyanarayana",Mythology,,1937.0,Telugu,Tollywood
Kanakatara,H. Vishwanath Babu,"Dommeti Suryanarayana, P. Kannamba, P. Suribabu",Romance,,1937.0,Telugu,Tollywood
Mohini Rukmangada,C. Narasimha Rao,"Vemuri Gaggaiah, Yadavalli Suryanarayana, C. Krishnaveni, P. Rama Thilakam, Pulipati Venkateswarlu, T. Ramakrishna Sastry",Mythology,,1937.0,Telugu,Tollywood
Nara Narayana,C. Narasimha Rao,"Adhanki Srirama Murthy, P. Rama Thilakam, Pulipati Venkateswarlu",Devotional,,1937.0,Telugu,Tollywood
Rukmini Kalyanam,R. Nataraja Mudaliar,"K. Raghuramaiah, Santha Kumari",Devotional,,1937.0,Telugu,Tollywood
Sarangadhara,P. Pullaiah,"Banda Kanakalingeshwara Rao, Santha Kumari, Adhanki Srirama Murthy, P. Kannamba, Pulipati Venkateswarlu, Sriranjani",Devotional,,1937.0,Telugu,Tollywood
Vijayadashami,,,,,1937.0,Telugu,Tollywood
Vipra Narayana,Ahindra Chaudhari,"Kasturi Narasimha Rao, Kanchanamala, Suryakumari",Devotional,,1937.0,Telugu,Tollywood
Bhakta Jayadeva,Hiren Bose,"Surabhi Kamalabai, Rentachintala Satyanarayana, Santha Kumari, Pulipati Venkateswarlu",Devotional,,1938.0,Telugu,Tollywood
Bhakta Markandeya,C. Narayana Murthy,"Vemuri Gaggaiah, Sriranjani, G. S. Swamy",Devotional,,1938.0,Telugu,Tollywood
Chal Mohana Ranga,C. Pullaiah,"Valli Subba Rao, Pushpavalli",Drama,,1938.0,Telugu,Tollywood
Chitranaleeyam,D. Rami Reddy,"Banda Kanakalingeshwara Rao, Sriranjani, Madhavappedi Venkataramayya",Mythology,,1938.0,Telugu,Tollywood
Gruhalakshmi,H. M. Reddy,"Chittor V. Nagaiah, Kanchanamala, P. Kannamba, Ramanujachari, Govindarajula Subba Rao",Drama,,1938.0,Telugu,Tollywood
Gulebakavali,Kallakoori Sadasiva Rao,B. Jayamma,Fantasy,,1938.0,Telugu,Tollywood
Kacha Devayani,C. Dronamraju,"S. P. Lakshmana Swamy, C. Krishnaveni, C. Suryanarayana Bhagavathar, R. Rami Reddy, K. Raghuramayya",Mythology,,1938.0,Telugu,Tollywood
Kasula Peru,C. Pullaiah,"K. Hanumantha Rao, Sundaramma, Srihari, Tulasamma",Drama,,1938.0,Telugu,Tollywood
Krishna Jarasandha,C. Narasimha Rao,"T. Ramakrishna Sastry, M. V. Rajamma, Vemuri Gaggaiah, K. Satyanarayana",Mythology,,1938.0,Telugu,Tollywood
Mala Pilla,Gudavalli Ramabrahmam,"Govindarajula Subba Rao, Kanchanamala, P. Suribabu, Vangara",Social,,1938.0,Telugu,Tollywood
Mohini Basmasura,C. Pullaiah,"Pushpavalli, A. V. Subba Rao, Dasari Kotiratnam, D. Rama Murthy",Devotional,,1938.0,Telugu,Tollywood
Narada Samsaram,,,,,1938.0,Telugu,Tollywood
Satyanarayana Vratam,C. Pullaiah,"Kamaraju, Devarakonda Ramoorthi, Hymavathi, Laxminarasamma",Drama,,1938.0,Telugu,Tollywood
Thukaram,B. Narayana Rao,"C. S. R. Anjaneyulu, Surabhi Kamalabai, Surabhi Balasaraswathi",Drama,,1938.0,Telugu,Tollywood
Amma,Niranjan Pal,,,,1939.0,Telugu,Tollywood
Jayaprada,Ch. Narasimha Rao,"C. S. R. Anjaneyulu, K. Pichhaiah, Suryakumari, Lalita",Devotional,,1939.0,Telugu,Tollywood
Mahananda,China Kameswara Rao Dronamraju,"Adhanki Srirama Murthy, Parepalli Subba Rao, C. Krishnaveni, P. Kannamba",Devotional,,1939.0,Telugu,Tollywood
Malli Pelli,Y. V. Rao,"Y. V. Rao, K. Sathyanarayana, Kanchanamala, Bezawada Rajarathnam",Social,,1939.0,Telugu,Tollywood
Panduranga Vittal,B. V. Ramanandam,"Panchangam Ramanujachary, T. Chalapathi Rao, Dasari Kotiratnam, D. Satyanarayana, Kanthamani",Devotional,,1939.0,Telugu,Tollywood
Pasupathastram,K. Ranga Rao,K. Raghuramaiah,Devotional,,1939.0,Telugu,Tollywood
Mathru Bhoomi,H. M. Reddy,"P. U. Chinnappa, T. S. Santhanam, T. V. Kumudhini, A. K. Rajalakshmi",Drama,,1939.0,Telugu,Tollywood
Radha Krishna,,,,,1939.0,Telugu,Tollywood
Raithu Bidda,Gudavalli Ramabrahmam,"Bellary Raghava, P. Suri Babu, Suryakumari, G. V. Sitapathy Rao, S. Varalakshmi",Social,,1939.0,Telugu,Tollywood
"Sri Venkateswara Mahatyam (Also Known as ""Balaji"")",P. Pullaiah,"C. S. R. Anjaneyulu, Santha Kumari, Rajeshwari Devi",Devotional,,1939.0,Telugu,Tollywood
Vande Mataram,B. N. Reddy,"Chittor V. Nagaiah, Kanchanamala, Lingamoorthy",Social,,1939.0,Telugu,Tollywood
Vara Vikrayam,C. Pullaiah,"Pushpavalli, Lakshmikantam Kavi, P. Bhanumathi, Daita Gopalam, Sriranjani",Social,,1939.0,Telugu,Tollywood
Barrister Parvateesarrn,R. Prakash,"Lanka Satyam, G. Varalakshmi, K. Sivarao, L. V. Prasad",Comedy,,1940.0,Telugu,Tollywood
Bhoja Kalidasu,H. V. Babu,"Adhanki Srirama Murthy, Parepalli Subba Rao, P. Kannamba",Mythology,,1940.0,Telugu,Tollywood
Bhookailas,Sundar Rao Nadkarni,"M. V. Subbiah Naidu, R. Nagendra Rao, Lakshmi Bai, R. Subramanyam, Hymavathi",Devotional,,1940.0,Telugu,Tollywood
Bondam Pelli,H. M. Reddy,"L. V. Prasad, G. Varalakshmi",Comedy,,1940.0,Telugu,Tollywood
Chaduvukunna Bharya,H. M. Reddy,"Lanka Satyam, G. Varalakshmi",Comedy,,1940.0,Telugu,Tollywood
Chandika,R. S. Prakash,"P. Kannamba, Bellary Raghava, Vemuri Gaggaiah, Aarani Satyanarayana",Adventure,,1940.0,Telugu,Tollywood
Illalu,Gudavalli Ramabrahmam,"V. Umamaheswara Rao, Kanchanamala, Lakshmi Rajyam",Family,,1940.0,Telugu,Tollywood
Jeevana Jyothi,China Kameswara Rao Dronamraju,"Ch. Narayana Rao, C. Krishnaveni, Kamala Kotnis",Drama,,1940.0,Telugu,Tollywood
Kalachakram,Amancharla Gopala Rao,"Banda Kanakalingeshwara Rao, Lakshmi Rajyam, M. Krishna Rao, N. Nagaraja Rao, Uma Devi",Drama,,1940.0,Telugu,Tollywood
Mahiravana,Ch. Narayana Murthy,"Vemuri Gaggaiah, Kanchanamala, R. Subramanyam, Yandamuri Raju, T. Ramakrishna Sastry",Mythology,,1940.0,Telugu,Tollywood
Malathi Madhavam,C. Pullaiah,"Pushpavalli, C. Srinivasa Rao, P. Bhanumathi, Relangi",Folklore,,1940.0,Telugu,Tollywood
Meerabai,B. Narasimha Rao,"Govindarajula Subba Rao, M. V. Lakshmi, Bogaraju Perraju",Devotional,,1940.0,Telugu,Tollywood
Sumangali,B. N. Reddy,"A. S. Giri, Chittor V. Nagaiah, Kumari, Malathi",Social,,1940.0,Telugu,Tollywood
Viswa Mohini,Y. V. Rao,"Chittor V. Nagaiah, Bezawada Rajarathnam, Y. V. Rao, Lalitha Devi",Drama,,1940.0,Telugu,Tollywood
Apavadu,Gudavalli Ramabrahmam,"Kalyanam Raghuramaiah, K. S. Prakash Rao, C. Lakshmi Rajyam, R. Balasaraswathi",Drama,,1941.0,Telugu,Tollywood
Bhaktimala,Haribhai Raghunathji Desai,"B. R. Panthulu, P. Bhanumati, G. V. Seethapathi Rao, Mudigonda Lingamurthy",Drama,,1941.0,Telugu,Tollywood
Chandrahasa,M. L. Rangaiah,"G. N. Swami, Suryakumari, R. Balasaraswathi",Folklore,,1941.0,Telugu,Tollywood
Choodamani,P. K. Raja Sandow,"Pushpavalli, C. S. R. Anjaneyulu, Ch. Narayana Rao, Sundaramma",Drama,,1941.0,Telugu,Tollywood
Dakshayagnam,Ch. Narayana Murthy,"Vemuri Gaggaiah, D. Sadasiva Rao, C. Krishnaveni, Bezawada Rajaratnam",Mythology,,1941.0,Telugu,Tollywood
Devatha,B. N. Reddy,"Chittor V. Nagaiah, Kumari, Mudigonda Lingamurthy, Bezawada Rajarathnam, Ch. Narayana Rao",Drama,,1941.0,Telugu,Tollywood
Dharma Patni,P. Pullaiah,"Santha Kumari, U. Hanumantha Rao, P. Bhanumathi",Drama,,1941.0,Telugu,Tollywood
Mahatma Gandhi,A. K. Chettiar,"Bezawada Rajarathnam, P. Kannamba, T. Suryakumari",Documentary,,1941.0,Telugu,Tollywood
Parvati Kalyanam,Ghantasala Balaramayya,"Parepalli Subba Rao, Santha Kumari, G. Radha Krishnayya",Devotional,,1941.0,Telugu,Tollywood
Talli Prema,Jyotish Sinha,"C. S. R. Anjaneyulu, P. Kannamba, Hemalatha, Kalyanam Raghuramaiah, Seshamamba",Drama,,1941.0,Telugu,Tollywood
Tara Sasankam,R. S. Prakash,"P. Suri Babu, Pushpavalli, Sundaramma",Mythology,,1941.0,Telugu,Tollywood
Tarumaru,N. Jagannath,"Parabrahma Sri, Hemalatha, Dr. Sivarama Krishnaiah",Drama,,1941.0,Telugu,Tollywood
Tenali Ramakrishna,H. M. Reddy,"S. P. Lakshmana Swamy, Parepalli Subba Rao, P. Ramatilakam, P. Ansuya, L. V. Prasad",Folklore,,1941.0,Telugu,Tollywood
Babruvahana,R. S. Prakash,"K. S. Prakash Rao, Rushyendramani",Drama,,1942.0,Telugu,Tollywood
Bala Nagamma,C. Pullaiah,"Kanchanamala, Banda Kanakalingeshwara Rao, Govindarajula Subba Rao, Pushpavalli",Folklore,,1942.0,Telugu,Tollywood
Bhakta Prahlada,Ch. Narayana Murthy,"Vemuri Gaggaiah, C. H. Narayana Rao, M. V. Rajamma, G. Varalakshmi",Mythology,,1942.0,Telugu,Tollywood
Deena Bandhu,M. L. Tandon,"C. H. Narayana Rao, T. Suryakumari",Drama,,1942.0,Telugu,Tollywood
Gharana Donga,H. M. Reddy,L. V. Prasad,Drama,,1942.0,Telugu,Tollywood
Jeevana Mukthi,T. V. Neelakantan,"P. Suribabu, 'Bezawada' Rajarathnam, Kamala Kumari",Devotional,,1942.0,Telugu,Tollywood
Patni,Gudavalli Ramabrahmam,"K. S. Prakash Rao, Rushyendramani, Surabhi Kamalabai, Vangara",Epic,,1942.0,Telugu,Tollywood
Satyabhama,Y. V. Rao,"Y. V. Rao, Pushpavalli, Sthanam Narasimha Rao, Adhanki Srirama Murthy",Mythology,,1942.0,Telugu,Tollywood
Satyame Jayam,H. M. Reddy,,Drama,,1942.0,Telugu,Tollywood
Shanta Bala Nagamma,S. V. S. Rama Rao,"M. Krishna Rao, Kumari",Folklore,,1942.0,Telugu,Tollywood
Sumati,K. B. Nagabhushanam,"C. S. R. Anjaneyulu, P. Kannamba, T. Ramakrishna Sastry",Drama,,1942.0,Telugu,Tollywood
Bhagyalakshmi[3],P. Pullaiah,"Chittor V. Nagaiah, Malathi, V. Umamaheswara Rao, Kamala Kotnis, Suryakumari",Sri Renuka Films,,1943.0,Telugu,Tollywood
Bhakta Kabiru,Ch. Narasimha Rao,C. S. R. Anjaneyulu,,,1943.0,Telugu,Tollywood
Bhakta Potana,K. V. Reddy,"Chittor V. Nagaiah, Hemalatha, C. H. Narayana Rao",Vauhini Studios,,1943.0,Telugu,Tollywood
Chenchu Lakshmi,S. Saundara Rajan,"C. H. Narayana Rao, Kamala Kotnis, Chittor V. Nagaiah, Rushyendramani",Tamil Nadu Talkies,,1943.0,Telugu,Tollywood
Garuda Garvabhangam,Ghantasala Balaramayya,"P. Bhanumathi, Vemuri Gaggaiah, Vedantam Raghavaiah, T. Ramakrishna Sastry",Pratibha Pictures,,1943.0,Telugu,Tollywood
Krishna Leela,,,,,1943.0,Telugu,Tollywood
Krishna Prema,H. V. Babu,"Gali Venkateswara Rao, Santha Kumari, P. Bhanumathi, Adhanki Srirama Murthy, Suryakumari, Hemavathi",Famous Films,,1943.0,Telugu,Tollywood
Panthulamma,Gudavalli Ramabrahmam,"V. Umamaheswara Rao, C. Lakshmi Rajyam",Saradhi Films,,1943.0,Telugu,Tollywood
Pathi Bhakti,P. S. Srinivasa Rao,"B. T. Murthy, Subhadra, M. Subba Rao, Shantha Devi",Jayanth Films,,1943.0,Telugu,Tollywood
Bhishma,Ch. Narayana Murthy,"Jandhyala Gaurinatha Sastri, C. Krishnaveni, Sriranjani",Bhavani Pictures,,1944.0,Telugu,Tollywood
Circus King,,,,,1944.0,Telugu,Tollywood
Oka Roju Raju,Jyothi Sinha,"Jandhyala Gaurinatha Sastri, Purnima",,,1944.0,Telugu,Tollywood
Samsara Naradhi,Ch. Narayana Murthy,"Madhali Krishamurthy, Bharat Sastri",Bhavani Pictures,,1944.0,Telugu,Tollywood
Seeta Rama Jananam,Ghantasala Balaramayya,"A. Nageswara Rao, Tripurasundari, Vemuri Gaggaiah, Rushyendramani, Parepalli Subba Rao, Kamala Kotnis",Prathiba Pictures,,1944.0,Telugu,Tollywood
Tahsildar,Y. V. Rao,"Y. V. Rao, C. H. Narayana Rao, P. Bhanumathi, Kamala Kotnis",Sri Jagadesh Films,,1944.0,Telugu,Tollywood
Maya Machhindra,C. Pullaiah,"Jandhyala Gaurinatha Sastry, P. Kannamba, Adhanki Srirama Murthy",Mythology,,1945.0,Telugu,Tollywood
Mayalokam,Gudavalli Ramabrahmam,"A. Nageswara Rao, Santha Kumari, M. V. Rajamma, Govindarajula Subba Rao, P. Kannamba, S. Varalakshmi, C. S. R. Anjaneyulu",Folklore,,1945.0,Telugu,Tollywood
Paduka Pattabhishekam,K. B. Nagabhushanam,"C. S. R. Anjaneyulu, Pushpavalli, Banda Kanakalingeshwara Rao, Adhanki Srirama Murthy, P. Kannamba",Mythology,,1945.0,Telugu,Tollywood
Swarga Seema,B. N. Reddy,"Chittor V. Nagaiah, P. Bhanumathi, B. Jayamma, C. H. Narayana Rao",Drama,,1945.0,Telugu,Tollywood
Valmiki,Ellis R. Dungan,"Narasmiha Rao, Mani",Biography,,1945.0,Telugu,Tollywood
Bhakta Tulasidas,Lanka Satyam,"K. Raghuramaiah, Bezawada Rajarathnam, Adhanki Srirama Murthy, Rajeswari, Vangara",Biography,,1946.0,Telugu,Tollywood
Griha Pravesam,L. V. Prasad,"L. V. Prasad, C. S. R. Anjaneyulu, P. Bhanumathi, Sriranjani",Drama,,1946.0,Telugu,Tollywood
Mangalasutram,D. N. Kotnis,"K. Prabhakar Rao, C. Lakshmi Rajyam, K. V. Subba Rao, Indira Devi",Drama,,1946.0,Telugu,Tollywood
Mugguru Maratilu,Ghantasala Balaramayya,"A. Nageswara Rao, C. H. Narayana Rao, Govindarajula Subba Rao, P. Kannamba, Bezawada Rajaratnam, Kumari, T. G. Kamala Devi",Historical,,1946.0,Telugu,Tollywood
Narada Naradhi,C. Pullaiah,"Mudigonda Lingamurthy, C. Lakshmi Rajyam, V. Umamaheswara Rao, Soudhamani, P. Suri Babu, Suryakantam",Mythology,,1946.0,Telugu,Tollywood
Returning Soldier,,,,,1946.0,Telugu,Tollywood
Sethu Bandhanam,R. Padmanabhan,"M. Ramana Rao, Rushyendramani, Balamani",Epic,,1946.0,Telugu,Tollywood
Tyagayya,Chittor V. Nagaiah,"Chittor V. Nagaiah, Hemalatha, B. Jayamma, C. Lakshmi Rajyam, Mudigonda Lingamurthy",Biography,,1946.0,Telugu,Tollywood
Vanarani,A. Surya,G. Varalakshmi,Folklore,,1946.0,Telugu,Tollywood
Brahma Ratham,Ch. Narayana Murthy,"K. Raghuramaiah, Adhanki Srirama Murthy, C. Krishnaveni, B. Jayamma",Mythology,,1947.0,Telugu,Tollywood
Gollabhama,C. Pullaiah,"K. Raghuramaiah, C. Krishnaveni, Anjali Devi",Folklore,,1947.0,Telugu,Tollywood
Palnati Yuddham,Saradhi Films,"Govindarajula Subba Rao, P. Kannamba, A. Nageswara Rao, T. Venkateswarlu, S. Varalakshmi",Historical,,1947.0,Telugu,Tollywood
Radhika,Sri Chatrapathi Pictures,"K. Raghuramaiah, R. Balasaraswathi, R. Padmanaba Rao",Mythology,,1947.0,Telugu,Tollywood
Varudhini,B. V. Ramanandam,"S. V. Ranga Rao, Dasari Tilakam, A. V. Subba Rao, B. Kanthamani, Koti Ratnam",Mythology,,1947.0,Telugu,Tollywood
Yogi Vemana,K. V. Reddy,"Chittor V. Nagaiah, Mudigonda Lingamurthy, M. V. Rajamma, Parvathi Bai",Biopic,,1947.0,Telugu,Tollywood
Balaraju,Ghantasala Balaramayya,"A. Nageswara Rao, S. Varalakshmi, Anjali Devi",Folklore,,1948.0,Telugu,Tollywood
Bhakta Sriyala,G. Ramakrishna Rao,"C. S. R. Anjaneyulu, Vemuri Gaggaiah, Rushyendramani",Devotional,,1948.0,Telugu,Tollywood
Drohi,L. V. Prasad,"C. Lakshmi Rajyam, K. S. Prakash Rao, G. Varalakshmi, L. V. Prasad",Drama,,1948.0,Telugu,Tollywood
Geetanjali,T. Hanumantha Rao,"Jandhyala Gaurinatha Sastry, Suryakumari, Poornima, Sriranjani Jr.",Drama,,1948.0,Telugu,Tollywood
Madalasa,Ch. Narayana Murthy,"K. Raghuramaiah, C. Krishnaveni, Anjali Devi, Sriranjani Jr.",Mythology,,1948.0,Telugu,Tollywood
Ratnamala,Bharani Pictures,"P. Bhanumathi, Govindarajula Subba Rao, A. Nageswara Rao, C. S. R. Anjaneyulu",C. R. Subburaman,,1948.0,Telugu,Tollywood
Suvarnamala,K. Sadasiva Rao,"R. Balasaraswathi, Suryanarayana, Mudigonda Lingamurthy",Drama,,1948.0,Telugu,Tollywood
Vindhyarani,C. Pullaiah,"Ramana Rao, Pushpavalli, G. Varalakshmi, D. V. Subba Rao",Mythology,,1948.0,Telugu,Tollywood
Abhisyanta Kalapam,H. V. Babu,,,,1949.0,Telugu,Tollywood
Apna Desh (Dubbed from Hindi),V. Shantaram,"Pushpa Hans, Umesh Sharma, Keshavrao Date, Chandrashekhar, Manmohan Krishna, Sudha Apte",Social,,1949.0,Telugu,Tollywood
Dharmangadha,H. V. Babu,"Govindarajula Subba Rao, C. Krishnaveni, Rushyendramani, Mudigonda Lingamurthy, Suryakantham",Drama,,1949.0,Telugu,Tollywood
Gunasundari Katha,K. V. Reddy,"Govindarajula Subba Rao, Sriranjani Jr., Kasturi Siva Rao, Santha Kumari",Folklore,,1949.0,Telugu,Tollywood
Keelu Gurram,Raja of Mirzapur,"A. Nageswara Rao, Anjali Devi, A. V. Subba Rao, Lakshmi Rajyam Jr., Suryasri",Folklore,,1949.0,Telugu,Tollywood
Laila Majnu,P. S. Ramakrishna Rao,"A. Nageswara Rao, P. Bhanumati, C. S. R. Anjaneyulu, Sriranjani Jr.",Romance,,1949.0,Telugu,Tollywood
Mana Desam,L. V. Prasad,"Chittor V. Nagaiah, C. H. Narayana Rao, C. Krishnaveni, Hemalatha, Kanchan, N. T. Rama Rao (Debut)",Social,,1949.0,Telugu,Tollywood
Raksha Rekha,R. Padmanabhan,"A. Nageswara Rao, P. Bhanumathi, Anjali Devi, Lakshmi Rajyam Jr.",Folklore,,1949.0,Telugu,Tollywood
Aahuti,R. S. Junnarkar,"Aarani Satyanarayana, C. Krishnaveni, Rushyendramani, Suryakantham",Drama,S. Rajeswara Rao,1950.0,Telugu,Tollywood
Adhrusta Deepudu,S. Soundararajan,"Suryakumari, Rama Sarma, Mukkamala, Gummadi",Drama,Addepalli Rama Rao,1950.0,Telugu,Tollywood
Apoorva Sahodarulu (Dubbed from Tamil),C. Pullaiah,"M. K. Radha, P. Bhanumathi, R. Nagendra Rao, L. Narayana Rao, J. S. Casshyap, Suryaprabha",Action,"S. Rajeswara Rao, M. D. Parthasarathy, R. Vaidyanathan",1950.0,Telugu,Tollywood
Beedala Patlu,K. Ramnoth,"V. Nagaiah, Javar Seetharaman, T. S. Balaiah, Lalitha, Padmini, Serukulathur Sama",Social,S. M. Subbaiah NaiduG. Aswathama,1950.0,Telugu,Tollywood
Jeevitham,A. V. Meiyappan,"Vyjayanthimala, T. R. Ramachandran, S. Varalakshmi, C. H. Narayana Rao, C. S. R. Anjaneyulu",Drama,R. Sudarsanam,1950.0,Telugu,Tollywood
Lakshmamma,T. Gopichand,"C. H. Narayana Rao, C. Krishnaveni, Govindarajula Subba Rao, Mudigonda Lingamurthy, Kumari Rukmani",Folklore,Ghantasala,1950.0,Telugu,Tollywood
Maaya Rambha,T. P. Sundaram,"Anjali Devi, K. Raghuramaiah, N. T. Rama Rao, G. Varalakshmi, C. S. R. Anjaneyulu",Folklore,Ogirala Ramachandra Rao,1950.0,Telugu,Tollywood
Modhati Rathri,K. S. Prakash Rao,"G. Varalakshmi, C. H. Narayana Rao, Kasturi Siva Rao, K. S. Prakash Rao, P. K. Saraswathi",Drama,Pendyala Nageswara Rao,1950.0,Telugu,Tollywood
Palletoori Pilla,B. A. Subba Rao,"A. Nageswara Rao, N. T. Rama Rao, Anjali Devi",Folklore,P. Adinarayana Rao,1950.0,Telugu,Tollywood
Paramanandayya Sishyulu,Kasturi Siva Rao,"A. Nageswara Rao, C. Lakshmi Rajyam, Girija, C. S. R. Anjaneyulu, Kasturi Siva Rao, Relangi",Comedy,Ogirala Ramachandra RaoSusarla Dakshinamurthi,1950.0,Telugu,Tollywood
Raja Vikrama (Dubbed from Kannada),Kempraj Urs,S. Rajam,Folklore,"Kempraj Urs, B. Jayamma, M. V. Rajamma",1950.0,Telugu,Tollywood
Shavukaru,L. V. Prasad,"N. T. Rama Rao, Sowcar Janaki, Govindarajula Subba Rao, Santha Kumari, S. V. Ranga Rao",Social,Ghantasala,1950.0,Telugu,Tollywood
Samsaram,L. V. Prasad,"A. Nageswara Rao, C. Lakshmi Rajyam, N. T. Rama Rao, Pushpalata",Social,Susarla Dakshinamurthi,1950.0,Telugu,Tollywood
